symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
APLAPOLLO,1698.00,1708.00,1653.30,1661.00,1689.47,SHORT,1698.00,1689.47,1689.47,true,8.53,0.50
JSWDULUX,3408.00,3408.00,3345.00,3354.90,3394.82,SHORT,3408.00,3394.82,3394.82,true,13.18,0.39
ONESOURCE,1745.00,1797.00,1681.40,1793.10,1724.71,SHORT,1745.00,1724.71,1724.71,true,20.29,1.16
ACUTAAS,1402.90,1405.20,1352.70,1355.60,1410.45,LONG,1402.90,1410.45,1355.60,false,-47.30,-3.37
LEMONTREE,169.20,169.52,165.10,165.56,170.93,LONG,169.20,170.93,165.56,false,-3.64,-2.15
NATCOPHARM,824.95,835.00,796.90,821.40,847.90,LONG,824.95,847.90,821.40,false,-3.55,-0.43
GRANULES,525.00,526.00,510.55,513.60,530.68,LONG,525.00,530.68,513.60,false,-11.40,-2.17
NAVA,695.00,706.00,675.00,683.60,700.85,LONG,695.00,700.85,700.85,true,5.85,0.84
PTCIL,15486.00,15585.00,15001.00,15300.00,15593.21,LONG,15486.00,15593.21,15300.00,false,-186.00,-1.20
TATACOMM,1642.00,1660.30,1610.00,1610.50,1656.61,LONG,1642.00,1656.61,1656.61,true,14.61,0.89
