symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
JSWDULUX,2909.80,2915.60,2884.00,2905.00,2915.09,LONG,2909.80,2915.09,2915.09,true,5.29,0.18
AADHARHFC,482.50,482.50,474.65,477.30,479.27,SHORT,482.50,479.27,479.27,true,3.23,0.67
ABDL,544.90,546.00,536.40,540.25,544.39,SKIP,,,,,,
DEVYANI,115.70,118.39,115.70,116.82,116.68,LONG,115.70,116.68,116.68,true,0.98,0.85
NUVOCO,330.45,333.00,325.10,331.40,326.35,SHORT,330.45,326.35,326.35,true,4.10,1.24
NESTLEIND,1432.00,1443.70,1423.10,1429.10,1424.52,SHORT,1432.00,1424.52,1424.52,true,7.48,0.52
ONESOURCE,1821.90,1821.90,1760.40,1786.00,1797.09,SHORT,1821.90,1797.09,1797.09,true,24.81,1.36
INDGN,524.20,532.00,516.25,518.75,518.59,SHORT,524.20,518.59,518.59,true,5.61,1.07
ATHERENERG,955.40,977.50,950.00,954.55,968.20,LONG,955.40,968.20,968.20,true,12.80,1.34
CIEINDIA,458.90,461.00,455.00,457.80,459.88,LONG,458.90,459.88,459.88,true,0.98,0.21
