symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ABDL,512.40,512.65,503.75,506.40,509.35,SHORT,512.40,509.35,509.35,true,3.05,0.60
SOBHA,1430.00,1445.00,1415.20,1430.50,1430.11,SKIP,,,,,,
UBL,1812.00,1826.90,1800.10,1804.20,1813.04,SKIP,,,,,,
ANURAS,1085.10,1094.70,1078.90,1081.20,1086.72,LONG,1085.10,1086.72,1086.72,true,1.62,0.15
CAPLIPOINT,2175.10,2213.50,2175.00,2208.50,2182.31,LONG,2175.10,2182.31,2182.31,true,7.21,0.33
ATHERENERG,525.40,578.70,522.00,575.55,529.10,LONG,525.40,529.10,529.10,true,3.70,0.70
PTCIL,13600.00,13679.00,13498.00,13524.00,13621.03,LONG,13600.00,13621.03,13621.03,true,21.03,0.15
SARDAEN,577.95,588.80,568.90,582.15,576.67,SHORT,577.95,576.67,576.67,true,1.28,0.22
TARIL,499.65,499.65,490.35,497.10,496.92,SHORT,499.65,496.92,496.92,true,2.73,0.55
GRANULES,523.20,529.60,517.45,525.35,519.02,SHORT,523.20,519.02,519.02,true,4.18,0.80
