symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
3MINDIA,26297.30,26432.05,25718.15,26280.20,26277.86,SKIP,,,,,,
BERGEPAINT,488.00,491.75,479.60,489.60,491.48,LONG,488.00,491.48,491.48,true,3.48,0.71
FLUOROCHEM,3584.85,3584.85,3275.00,3454.10,3581.92,SKIP,,,,,,
GODIGIT,297.00,298.85,288.45,292.55,303.64,LONG,297.00,303.64,292.55,false,-4.45,-1.50
SCHAEFFLER,3065.00,3144.90,2940.00,3098.75,3095.75,LONG,3065.00,3095.75,3095.75,true,30.75,1.00
VOLTAS,1347.15,1380.00,1322.15,1365.55,1315.30,SHORT,1347.15,1315.30,1365.55,false,-18.40,-1.37
BLUESTARCO,1937.40,2079.00,1909.55,2034.00,1930.58,SHORT,1937.40,1930.58,1930.58,true,6.82,0.35
CHOLAHLDNG,1666.70,1684.00,1562.45,1564.75,1615.37,SHORT,1666.70,1615.37,1615.37,true,51.33,3.08
FORTIS,602.00,635.40,602.00,630.10,610.82,LONG,602.00,610.82,610.82,true,8.82,1.47
LODHA,1131.25,1165.70,1101.25,1120.00,1165.77,LONG,1131.25,1165.77,1120.00,false,-11.25,-0.99
