symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
EXIDEIND,464.05,466.50,456.60,458.95,463.09,SHORT,464.05,463.09,463.09,true,0.96,0.21
IGIL,338.00,342.75,334.15,339.70,338.84,LONG,338.00,338.84,338.84,true,0.84,0.25
DALBHARAT,1897.00,1912.50,1871.90,1873.00,1904.22,LONG,1897.00,1904.22,1904.22,true,7.22,0.38
PPLPHARMA,217.31,220.36,212.92,213.99,214.34,SHORT,217.31,214.34,214.34,true,2.97,1.37
TORNTPHARM,5005.50,5031.00,4882.50,4896.50,4998.43,SHORT,5005.50,4998.43,4998.43,true,7.07,0.14
CREDITACC,1534.00,1534.00,1478.10,1495.30,1536.00,LONG,1534.00,1536.00,1495.30,false,-38.70,-2.52
ANURAS,1240.00,1251.00,1233.50,1247.60,1233.94,SHORT,1240.00,1233.94,1233.94,true,6.06,0.49
ERIS,1330.10,1332.60,1304.00,1324.50,1335.46,LONG,1330.10,1335.46,1324.50,false,-5.60,-0.42
JSWDULUX,3107.40,3141.80,3072.90,3123.80,3085.96,SHORT,3107.40,3085.96,3085.96,true,21.44,0.69
JUBLINGREA,724.60,724.60,705.40,715.85,720.10,SHORT,724.60,720.10,720.10,true,4.50,0.62
