symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
LALPATHLAB,1399.90,1409.90,1377.00,1395.00,1404.63,LONG,1399.90,1404.63,1404.63,true,4.73,0.34
UNOMINDA,1223.20,1228.50,1185.70,1187.20,1221.94,SHORT,1223.20,1221.94,1221.94,true,1.26,0.10
HYUNDAI,2175.60,2179.90,2141.00,2173.10,2190.33,LONG,2175.60,2190.33,2173.10,false,-2.50,-0.11
APARINDS,10810.00,11648.00,10753.00,11140.00,10662.59,SHORT,10810.00,10662.59,11140.00,false,-330.00,-3.05
GODREJCP,1238.90,1238.90,1213.20,1217.10,1234.74,SHORT,1238.90,1234.74,1234.74,true,4.16,0.34
PGEL,621.00,634.65,616.55,627.60,625.27,LONG,621.00,625.27,625.27,true,4.27,0.69
VOLTAS,1550.00,1582.50,1534.20,1560.80,1543.93,SHORT,1550.00,1543.93,1543.93,true,6.07,0.39
CANHLIFE,145.10,147.85,140.80,143.32,147.32,LONG,145.10,147.32,147.32,true,2.22,1.53
MSUMI,42.83,43.68,41.94,43.15,43.05,LONG,42.83,43.05,43.05,true,0.22,0.51
PATANJALI,514.00,518.20,503.00,504.10,513.28,SHORT,514.00,513.28,513.28,true,0.72,0.14
