symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SUNDARMFIN,4678.50,4817.00,4632.00,4761.50,4654.49,SHORT,4678.50,4654.49,4654.49,true,24.01,0.51
ONESOURCE,1310.00,1376.80,1231.00,1357.70,1320.47,LONG,1310.00,1320.47,1320.47,true,10.47,0.80
MRPL,185.00,188.20,180.80,186.51,180.28,SHORT,185.00,180.28,186.51,false,-1.51,-0.82
PIRAMALFIN,1804.80,1821.40,1780.30,1815.00,1800.69,SHORT,1804.80,1800.69,1800.69,true,4.11,0.23
RAINBOW,1153.40,1180.50,1136.00,1165.10,1139.57,SHORT,1153.40,1139.57,1139.57,true,13.83,1.20
KPRMILL,846.70,858.45,838.50,856.00,834.33,SHORT,846.70,834.33,856.00,false,-9.30,-1.10
LTTS,3180.00,3211.00,3131.50,3200.00,3126.91,SHORT,3180.00,3126.91,3200.00,false,-20.00,-0.63
JKCEMENT,5122.50,5363.00,5117.50,5257.50,5060.71,SHORT,5122.50,5060.71,5257.50,false,-135.00,-2.64
SBFC,84.62,87.20,84.13,84.53,84.19,SHORT,84.62,84.19,84.19,true,0.43,0.51
TORNTPHARM,4277.90,4335.00,4231.00,4294.40,4231.55,SHORT,4277.90,4231.55,4231.55,true,46.35,1.08
