symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PIRAMALFIN,1760.00,1794.90,1718.00,1793.00,1765.67,LONG,1760.00,1765.67,1765.67,true,5.67,0.32
LALPATHLAB,1378.20,1389.00,1350.00,1360.00,1405.06,LONG,1378.20,1405.06,1360.00,false,-18.20,-1.32
HYUNDAI,2100.90,2105.00,2067.70,2078.70,2127.01,LONG,2100.90,2127.01,2078.70,false,-22.20,-1.06
APARINDS,10501.00,10526.00,9976.00,9995.00,10873.61,LONG,10501.00,10873.61,9995.00,false,-506.00,-4.82
PGEL,600.00,606.95,576.30,592.30,612.33,LONG,600.00,612.33,592.30,false,-7.70,-1.28
SIEMENS,3285.00,3285.00,3154.70,3162.70,3344.85,LONG,3285.00,3344.85,3162.70,false,-122.30,-3.72
VOLTAS,1470.10,1480.00,1433.00,1439.90,1510.74,LONG,1470.10,1510.74,1439.90,false,-30.20,-2.05
CANHLIFE,140.56,143.65,138.89,143.22,141.65,LONG,140.56,141.65,141.65,true,1.09,0.78
IPCALAB,1505.00,1505.00,1461.30,1475.00,1509.83,LONG,1505.00,1509.83,1475.00,false,-30.00,-1.99
THELEELA,436.05,446.85,430.00,438.05,443.58,LONG,436.05,443.58,443.58,true,7.53,1.73
