symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
NTPCGREEN,116.50,117.10,110.31,110.44,116.91,LONG,116.50,116.91,116.91,true,0.41,0.35
GODIGIT,319.95,326.95,312.20,312.95,318.39,SHORT,319.95,318.39,318.39,true,1.56,0.49
IPCALAB,1542.80,1552.10,1522.60,1543.90,1542.53,SKIP,,,,,,
INDIAMART,2140.00,2154.90,2105.10,2130.30,2124.67,SHORT,2140.00,2124.67,2124.67,true,15.33,0.72
APARINDS,11996.00,12390.00,11855.00,12385.00,11931.17,SHORT,11996.00,11931.17,11931.17,true,64.83,0.54
ERIS,1335.00,1361.80,1307.00,1315.30,1333.75,SKIP,,,,,,
EIDPARRY,854.40,857.50,833.80,834.15,852.01,SHORT,854.40,852.01,852.01,true,2.39,0.28
ASTRAL,1557.00,1601.00,1544.20,1549.40,1545.31,SHORT,1557.00,1545.31,1545.31,true,11.69,0.75
IKS,1527.80,1569.90,1506.60,1554.60,1515.62,SHORT,1527.80,1515.62,1515.62,true,12.18,0.80
MARICO,781.80,791.20,778.40,780.05,783.91,LONG,781.80,783.91,783.91,true,2.11,0.27
