symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
APTUS,297.10,301.85,296.95,299.10,300.22,LONG,297.10,300.22,300.22,true,3.12,1.05
SAPPHIRE,294.80,307.75,288.00,298.55,292.57,SHORT,294.80,292.57,292.57,true,2.23,0.76
CRISIL,4165.00,4217.05,4131.00,4165.65,4178.21,LONG,4165.00,4178.21,4178.21,true,13.21,0.32
SBFC,88.01,90.00,88.01,89.32,89.40,LONG,88.01,89.40,89.40,true,1.39,1.58
BALKRISIND,2539.05,2582.85,2478.50,2549.10,2583.39,LONG,2539.05,2583.39,2549.10,false,10.05,0.40
INDGN,541.95,572.60,531.80,568.50,547.02,LONG,541.95,547.02,547.02,true,5.07,0.94
CROMPTON,359.80,360.25,350.00,355.05,362.69,LONG,359.80,362.69,355.05,false,-4.75,-1.32
SOBHA,1204.00,1216.50,1199.50,1210.10,1221.15,LONG,1204.00,1221.15,1210.10,false,6.10,0.51
SUNDARMFIN,4824.50,4851.60,4470.20,4485.15,4822.48,SKIP,,,,,,
CCL,552.00,568.75,552.00,562.95,559.89,LONG,552.00,559.89,559.89,true,7.89,1.43
