symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
AADHARHFC,473.15,476.90,456.75,467.45,475.90,LONG,473.15,475.90,475.90,true,2.75,0.58
NESTLEIND,1424.50,1434.90,1390.40,1391.80,1422.06,SHORT,1424.50,1422.06,1422.06,true,2.44,0.17
ONESOURCE,1793.00,1884.00,1791.00,1838.80,1819.88,LONG,1793.00,1819.88,1819.88,true,26.88,1.50
ATHERENERG,970.00,975.10,935.60,937.10,982.79,LONG,970.00,982.79,937.10,false,-32.90,-3.39
DEVYANI,116.05,117.26,113.90,114.20,116.35,LONG,116.05,116.35,116.35,true,0.30,0.26
ABDL,567.65,570.65,550.25,551.50,553.04,SHORT,567.65,553.04,553.04,true,14.61,2.57
MANKIND,2399.80,2408.00,2317.00,2323.90,2386.29,SHORT,2399.80,2386.29,2386.29,true,13.51,0.56
POLICYBZR,1702.50,1708.90,1661.50,1670.10,1723.65,LONG,1702.50,1723.65,1670.10,false,-32.40,-1.90
STARHEALTH,525.05,539.45,520.10,531.65,527.77,LONG,525.05,527.77,527.77,true,2.72,0.52
CIEINDIA,445.80,454.55,436.30,438.05,449.65,LONG,445.80,449.65,449.65,true,3.85,0.86
