symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
AADHARHFC,489.80,497.50,486.30,497.15,488.44,SHORT,489.80,488.44,488.44,true,1.36,0.28
ALKEM,5611.00,5632.00,5579.50,5629.50,5618.89,LONG,5611.00,5618.89,5618.89,true,7.89,0.14
TIMKEN,3090.00,3107.70,3036.80,3086.40,3052.06,SHORT,3090.00,3052.06,3052.06,true,37.94,1.23
GALLANTT,591.95,594.85,582.00,589.00,594.63,LONG,591.95,594.63,594.63,true,2.68,0.45
GODIGIT,347.25,353.20,339.60,349.25,339.93,SHORT,347.25,339.93,339.93,true,7.32,2.11
PRESTIGE,1655.00,1669.70,1631.10,1654.90,1663.83,LONG,1655.00,1663.83,1663.83,true,8.83,0.53
GRASIM,2836.70,2849.90,2817.00,2821.30,2827.52,SHORT,2836.70,2827.52,2827.52,true,9.18,0.32
ICICIGI,1948.00,1956.70,1922.70,1951.70,1934.72,SHORT,1948.00,1934.72,1934.72,true,13.28,0.68
BRITANNIA,5915.50,6055.00,5857.00,6041.00,5883.47,SHORT,5915.50,5883.47,5883.47,true,32.03,0.54
ATHERENERG,645.00,691.00,642.95,689.00,649.18,LONG,645.00,649.18,649.18,true,4.18,0.65
