symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TATACONSUM,1123.00,1155.00,1123.00,1146.20,1105.34,SHORT,1123.00,1105.34,1146.20,false,-23.20,-2.07
WELCORP,751.00,765.00,748.70,761.60,725.63,SHORT,751.00,725.63,761.60,false,-10.60,-1.41
AIAENG,3131.50,3255.00,3131.50,3240.30,3113.75,SHORT,3131.50,3113.75,3240.30,false,-108.80,-3.47
BRITANNIA,5540.00,5617.00,5415.00,5616.00,5438.76,SHORT,5540.00,5438.76,5438.76,true,101.24,1.83
HONAUT,35000.00,35445.00,34670.00,35190.00,34252.49,SHORT,35000.00,34252.49,35190.00,false,-190.00,-0.54
JKCEMENT,5162.00,5239.00,5106.00,5114.50,5038.48,SHORT,5162.00,5038.48,5114.50,false,47.50,0.92
MEDANTA,1205.00,1235.00,1200.10,1228.70,1168.59,SHORT,1205.00,1168.59,1228.70,false,-23.70,-1.97
VTL,493.00,495.45,481.00,481.00,479.75,SHORT,493.00,479.75,481.00,false,12.00,2.43
DRREDDY,1155.90,1204.00,1143.90,1196.40,1149.96,SHORT,1155.90,1149.96,1149.96,true,5.94,0.51
GLENMARK,1377.10,1393.00,1355.40,1380.40,1399.63,LONG,1377.10,1399.63,1380.40,false,3.30,0.24
