symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ENDURANCE,1975.00,1990.15,1931.40,1936.20,1993.30,LONG,1975.00,1993.30,1936.20,false,-38.80,-1.96
INDIAMART,2172.65,2207.40,2171.95,2185.75,2168.58,SHORT,2172.65,2168.58,2185.75,false,-13.10,-0.60
PFIZER,4301.00,4347.00,4235.50,4250.45,4360.61,LONG,4301.00,4360.61,4250.45,false,-50.55,-1.18
BHARTIARTL,1698.85,1700.00,1678.05,1693.00,1685.72,SHORT,1698.85,1685.72,1685.72,true,13.13,0.77
RAMCOCEM,891.00,900.95,879.00,893.20,889.26,SHORT,891.00,889.26,889.26,true,1.74,0.20
SOBHA,1287.15,1297.55,1196.25,1199.50,1306.15,LONG,1287.15,1306.15,1199.50,false,-87.65,-6.81
BLUEDART,6845.00,6845.00,6602.00,6602.00,6759.90,SHORT,6845.00,6759.90,6759.90,true,85.10,1.24
CARBORUNIV,1099.95,1101.75,1046.75,1048.10,1103.42,LONG,1099.95,1103.42,1048.10,false,-51.85,-4.71
SAPPHIRE,323.80,327.70,308.85,311.65,311.43,SHORT,323.80,311.43,311.43,true,12.37,3.82
GALLANTT,347.55,352.00,329.55,329.60,352.62,LONG,347.55,352.62,329.60,false,-17.95,-5.16
