symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ABDL,511.55,515.10,505.10,508.60,506.84,SHORT,511.55,506.84,506.84,true,4.71,0.92
SOBHA,1438.30,1501.80,1430.00,1497.50,1432.89,SHORT,1438.30,1432.89,1432.89,true,5.41,0.38
UBL,1816.50,1820.00,1796.60,1798.00,1809.68,SHORT,1816.50,1809.68,1809.68,true,6.82,0.38
ANURAS,1086.00,1104.90,1077.00,1098.40,1088.28,LONG,1086.00,1088.28,1088.28,true,2.28,0.21
CAPLIPOINT,2203.90,2233.00,2193.80,2221.20,2199.81,SHORT,2203.90,2199.81,2199.81,true,4.09,0.19
ATHERENERG,576.15,578.80,522.05,543.00,553.57,SHORT,576.15,553.57,553.57,true,22.58,3.92
PTCIL,13680.00,14058.00,13559.00,14045.00,13567.97,SHORT,13680.00,13567.97,13567.97,true,112.03,0.82
SARDAEN,585.00,592.30,580.00,581.55,579.73,SHORT,585.00,579.73,581.55,false,3.45,0.59
TARIL,499.00,523.20,499.00,515.60,493.17,SHORT,499.00,493.17,515.60,false,-16.60,-3.33
GRANULES,525.00,527.70,517.85,523.80,524.34,SHORT,525.00,524.34,524.34,true,0.66,0.13
