symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TORNTPHARM,3574.40,3593.80,3532.60,3553.90,3595.52,LONG,3574.40,3595.52,3553.90,false,-20.50,-0.57
BIKAJI,730.65,732.65,721.80,726.05,729.07,SHORT,730.65,729.07,729.07,true,1.58,0.22
AWL,277.35,281.30,270.10,271.65,275.25,SHORT,277.35,275.25,275.25,true,2.10,0.76
DEVYANI,159.97,160.70,155.20,155.66,160.54,LONG,159.97,160.54,160.54,true,0.57,0.36
GESHIP,1053.40,1064.80,1044.10,1046.40,1070.41,LONG,1053.40,1070.41,1046.40,false,-7.00,-0.66
INDHOTEL,715.00,738.30,694.05,696.55,743.29,LONG,715.00,743.29,696.55,false,-18.45,-2.58
APLAPOLLO,1789.10,1811.00,1779.00,1782.50,1779.35,SHORT,1789.10,1779.35,1779.35,true,9.75,0.54
CRISIL,4813.50,4838.50,4751.00,4804.00,4807.03,SHORT,4813.50,4807.03,4807.03,true,6.47,0.13
LINDEINDIA,6020.00,6020.00,5808.50,5839.00,5991.11,SHORT,6020.00,5991.11,5991.11,true,28.89,0.48
SOLARINDS,13700.00,13713.00,13350.00,13375.00,13778.31,LONG,13700.00,13778.31,13375.00,false,-325.00,-2.37
