symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SAPPHIRE,318.25,323.85,307.50,309.25,320.61,LONG,318.25,320.61,320.61,true,2.36,0.74
KAJARIACER,884.95,884.95,864.10,875.85,871.67,SHORT,884.95,871.67,871.67,true,13.28,1.50
RRKABEL,1086.05,1097.60,888.40,889.20,1113.26,LONG,1086.05,1113.26,889.20,false,-196.85,-18.13
FORTIS,610.00,622.00,602.45,614.95,600.19,SHORT,610.00,600.19,614.95,false,-4.95,-0.81
LODHA,1194.00,1215.00,1174.55,1195.45,1197.84,LONG,1194.00,1197.84,1197.84,true,3.84,0.32
3MINDIA,26738.00,26792.15,26250.00,26461.15,26655.06,SHORT,26738.00,26655.06,26655.06,true,82.94,0.31
CGCL,166.75,166.87,163.50,165.15,167.83,LONG,166.75,167.83,165.15,false,-1.60,-0.96
DEEPAKNTR,1917.10,1930.45,1874.35,1888.00,1942.11,LONG,1917.10,1942.11,1888.00,false,-29.10,-1.52
TORNTPHARM,3030.00,3050.00,2980.15,2985.95,3033.84,LONG,3030.00,3033.84,3033.84,true,3.84,0.13
NYKAA,165.00,165.00,160.02,160.58,164.70,SHORT,165.00,164.70,164.70,true,0.30,0.18
