date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,537,542,530.55,538.6,537.07,844154,236478,28.01,453370133.25,32585
2025-01-02,544,550.7,538.5,549.85,545.88,2762768,1576688,57.07,1508130201,49135
2025-01-03,551.8,553.7,546.05,548.7,549.07,2142459,1442382,67.32,1176355570.05,41237
2025-01-06,547.65,548,526.1,529.9,532.79,3644069,2533342,69.52,1941520196,63349
2025-01-07,532.65,539.7,525.3,535.75,535.13,758941,260669,34.35,406132210.45,30674
2025-01-08,537,540.55,530.25,538.05,535.44,1397363,811727,58.09,748203665.55,37735
2025-01-09,539,539.9,522.15,525.25,527.29,1332797,653353,49.02,702773515.05,37128
2025-01-10,522.1,523.95,508.45,511.25,513.33,1984355,1138466,57.37,1018634277.75,55702
2025-01-13,504,514,491.2,493.2,504.42,2284738,1222331,53.5,1152460986.3,66742
2025-01-14,494.1,517.4,494.1,515.35,509.92,1755495,579675,33.02,895167974.7,47300
2025-01-15,518,524.9,512.75,519.3,520.01,1765700,532164,30.14,918177740.8,47783
2025-01-16,534,543.1,528.2,540.15,539.16,4303187,2746616,63.83,2320091173.3,62363
2025-01-17,542,542.65,530.2,536.25,535.99,964325,339478,35.2,516867385.5,27928
2025-01-20,538.75,539.1,530,535.35,534.9,669442,304965,45.56,358083966.85,22927
2025-01-21,535.35,548.65,530.55,531.75,538.21,2560552,760943,29.72,1378104003.95,64572
2025-01-22,533.75,538.65,526.4,536.65,532.61,1658312,737206,44.46,883239510.9,40009
2025-01-23,535.8,552,530.75,548.8,543.34,1841473,687004,37.31,1000546345.1,55833
2025-01-24,551.9,561.9,547,551.8,556.2,3859868,1339644,34.71,2146841393.3,84463
2025-01-27,548.75,552.2,533.35,534.9,542.14,1868811,760896,40.72,1013165686.75,51078
2025-01-28,539.9,550.95,526.15,543.15,538.47,1310287,337871,25.79,705550983.6,44316
2025-01-29,543,551.1,518,522.1,534.68,11092558,2726066,24.58,5930967156.1,228121
2025-01-30,528.3,528.3,497.1,509.55,504.3,10003680,3206759,32.06,5044821183.95,236056
2025-01-31,511,518.3,509.55,512.8,513.64,2315232,1039790,44.91,1189186429.7,51448
2025-02-01,516,517.7,487,501.5,501.34,5527354,2417191,43.73,2771082886.6,90696
2025-02-03,500,500,486.55,495.15,491.27,4400205,2072965,47.11,2161708994.7,63425
2025-02-04,498.2,514.75,497.5,513.7,508.58,3229502,1543404,47.79,1642446033.3,73188
2025-02-05,516.9,526.35,512.25,521.8,520.35,1748997,644001,36.82,910093819.5,43363
2025-02-06,521.5,524.45,512,514.15,516.51,745901,241755,32.41,385267461.65,22510
2025-02-07,514.15,522.45,507.3,512.75,514.8,2084329,1060486,50.88,1073009951.25,33577
2025-02-10,517,519.95,504.05,506.75,507.72,2018861,1285920,63.7,1025015527.2,38143
2025-02-11,508,512.1,493.35,499.9,501.48,2784189,1337221,48.03,1396218311.55,54397
2025-02-12,502,505.6,481.3,501.1,493.57,1909072,563622,29.52,942266647.45,40037
2025-02-13,505,510.55,500.05,502.5,506.74,1036155,320064,30.89,525062504.35,27791
2025-02-14,502.75,508.15,483.8,489.5,491.56,2619355,1178512,44.99,1287571950.7,73939
2025-02-17,488,490.65,479.2,488.3,485.44,2529934,1443457,57.06,1228124131.25,135856
2025-02-18,491.9,493.45,474.1,486.75,482.1,2265621,963121,42.51,1092263527.45,48829
2025-02-19,478.05,490.4,474.05,479.9,482.04,1721933,816479,47.42,830046985.35,46336
2025-02-20,480.05,484.3,477.6,482.85,481.4,1676642,898911,53.61,807130851.35,32328
2025-02-21,483.1,486.5,476,481.95,479.93,3329038,2013591,60.49,1597711860.5,51229
2025-02-24,477,478.9,469,470.4,473.58,2118694,1241294,58.59,1003373437.15,34428
2025-02-25,472,473.85,466.7,469.25,470.45,3465850,2186038,63.07,1630505076.15,54474
2025-02-27,470,472.85,459.15,469.8,466.38,4261863,2703188,63.43,1987654022.25,50465
2025-02-28,467.9,468.65,458,464.95,464.98,3502159,2034288,58.09,1628426015.95,46627
2025-03-03,465,474.1,455,471.8,464.54,2019207,938043,46.46,937994691.75,33381
2025-03-04,469.9,480.85,465.65,475,474.92,1247846,337099,27.01,592632840.6,24622
2025-03-05,474.05,493,474,491.1,484.95,2223913,992375,44.62,1078482242.75,38791
2025-03-06,491.15,500.65,487,498.5,495.32,3280246,1737634,52.97,1624772693.8,34746
2025-03-07,497.5,505.4,491.95,499.8,499.68,1851476,696700,37.63,925137973.4,25650
2025-03-10,498,508,486.9,489.6,497.89,1626327,483924,29.76,809731797.2,29531
2025-03-11,485,497.05,480.1,495.55,492.64,1903052,1103970,58.01,937522865.6,22096
2025-03-12,495.55,501.95,485.4,489.2,490.22,2004582,1150473,57.39,982680728.7,27745
2025-03-13,491.9,493.6,484.4,485.8,488.3,1626551,869719,53.47,794241859.5,23872
2025-03-17,488,494.75,486.1,490.55,490.46,2759538,1803698,65.36,1353439718.5,39051
2025-03-18,493,499.8,492.15,498.15,497.16,2255773,1566401,69.44,1121477539.5,27854
2025-03-19,498,508.75,498,507.05,504.85,1284144,639835,49.83,648299431.95,16822
2025-03-20,508,512.45,503.4,504.7,506.2,1239801,619267,49.95,627581692,23509
2025-03-21,505,517,505,514.5,512.18,4271244,2594968,60.75,2187637064.75,56281
2025-03-24,516.9,522,510.55,519.3,515.89,2892707,1813631,62.7,1492326621.15,51846
2025-03-25,530,538.65,518.15,520.55,529.02,6690237,2224066,33.24,3539249702.7,108067
2025-03-26,522,537.7,519.55,532.45,532.75,4409206,2210681,50.14,2348985973.15,61414
2025-03-27,530.05,545.3,526.2,542.8,538.96,3250121,1470105,45.23,1751678447,56546
2025-03-28,544.9,552,536.3,538.35,543.42,1557007,651452,41.84,846108806.9,32320
2025-04-01,538,542.85,529.2,529.9,534.92,953159,394754,41.42,509865982.8,22481
2025-04-02,527.6,536.55,524.35,534.05,532.38,1395080,860926,61.71,742707451.4,25986
2025-04-03,530.65,544.2,530.5,540.7,540.8,857218,305632,35.65,463579242.4,22405
2025-04-04,540.6,543.95,525.6,528.2,532.9,1254580,548131,43.69,668570376.7,28310
2025-04-07,495,532,480.35,525.2,520.28,3055609,1258868,41.2,1589767860.7,60321
2025-04-08,535,539.1,527.45,536.8,534.78,1899103,975652,51.37,1015604678.95,32431
2025-04-09,536.8,552.3,531.15,547.8,545.52,4262360,2852609,66.93,2325194072.6,59494
2025-04-11,553.75,556.8,544,548.65,549.4,3541770,2184803,61.69,1945863018.95,54781
2025-04-15,555,559.2,550.25,558.05,554.88,2937116,2003427,68.21,1629739085.95,36830
2025-04-16,559.95,566.5,552.4,565.75,561.64,3073455,1992913,64.84,1726171793.2,39939
2025-04-17,565.75,571.1,562.15,569.8,567.78,2468279,1667972,67.58,1401433950.2,25323
2025-04-21,572.3,582.3,567.85,578.9,579.57,3429480,2187680,63.79,1987630201.9,58315
2025-04-22,580,584.8,575.1,577.9,579.03,4202944,2853012,67.88,2433610861.65,48153
2025-04-23,582.65,582.9,569.3,574.35,573.25,2666133,1691122,63.43,1528348626.65,42572
2025-04-24,574.35,580,568.4,572,573.47,4092552,2552769,62.38,2346938518.65,47466
2025-04-25,572,574.2,544,548.7,550.82,3491061,1584011,45.37,1922935738,52542
2025-04-28,548.85,552.85,541,544.95,548.11,2686846,1258143,46.83,1472699328.6,45224
2025-04-29,549,552.1,530.1,533.95,540.89,7512372,3326945,44.29,4063358845.45,88644
2025-04-30,540,546.2,533.05,539.7,541.26,5851731,3530806,60.34,3167285092.35,62657
