date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-05-06,328,333,299.1,302.3,318.62,15001040,5815398,38.77,4779694385.1,204660
2025-05-07,289.9,329.75,288.15,309.95,314.41,9677723,2029629,20.97,3042818968.95,169251
2025-05-08,310,324,301.75,303.9,315.2,3680805,929498,25.25,1160184215.5,82697
2025-05-09,297.85,309,295.65,300.2,300.56,1481489,422621,28.53,445280775.55,62741
2025-05-12,311.15,317.75,307,309.55,310.99,2114486,469199,22.19,657593663.75,45279
2025-05-13,309.5,310.45,300,302.65,305.25,1245145,398879,32.03,380082879.05,29176
2025-05-14,305,306.9,298.2,304.05,302.17,1200643,352121,29.33,362801868.4,31265
2025-05-15,302.1,315,302.1,303.85,305.66,1669047,583004,34.93,510157359.05,30571
2025-05-16,304.2,320,303.4,315.1,313.35,2641516,1241853,47.01,827717679.5,50205
2025-05-19,317,329.25,309,313.9,318.5,2791081,887013,31.78,888945625,48279
2025-05-20,317.95,321.5,313.35,320.9,318.23,1804768,1079743,59.83,574329964.75,31703
2025-05-21,319,343,312,314,328.67,6427620,1358843,21.14,2112548823.2,120517
2025-05-22,316,321.55,310.35,313.15,316.39,1143855,361336,31.59,361905628.15,20517
2025-05-23,315,321,312.15,318.85,317.27,969352,340717,35.15,307550581.4,21981
2025-05-26,318.8,326.05,316,319.4,320.88,1456769,536120,36.8,467447848.15,34774
2025-05-27,317,323.5,314,321.7,318.6,1117126,455268,40.75,355921680.25,44129
2025-05-28,320.05,322.65,313.3,315.45,317.97,837145,327628,39.14,266189158.8,24788
2025-05-29,315.45,318.3,312,313.75,315.46,519933,188585,36.27,164015951.35,13098
2025-05-30,314.7,316.4,310.6,313,313.12,500622,223253,44.6,156752335.75,14393
2025-06-02,313,319.9,301,318.1,315.7,948805,361417,38.09,299536167.2,20537
2025-06-03,315.05,320.1,314.05,314.6,316.31,367988,155921,42.37,116398593.1,9651
2025-06-04,315,316.15,306,307.2,310.25,786276,430004,54.69,243944976.25,15522
2025-06-05,309.45,312,306.15,308.65,309.15,674193,387438,57.47,208429201.85,16579
2025-06-06,309.55,311.95,307.2,309,309.12,497230,277642,55.84,153703984.35,14051
2025-06-09,311.8,315.8,310.6,313,313.26,573621,371364,64.74,179690881.2,23966
2025-06-10,314.45,326.25,314.1,319.55,321.43,1159695,535492,46.18,372755867.35,31834
2025-06-11,320.15,321.95,310.1,311.9,314.69,507550,257917,50.82,159718825.65,17607
2025-06-12,314.7,315.2,310.55,313.8,313.29,274552,132383,48.22,86015378.1,11010
2025-06-13,311,316.95,306.25,314,311.65,804276,477067,59.32,250650017.7,36652
2025-06-16,314,321,312.2,319.6,318.17,655597,326824,49.85,208592073.75,20001
2025-06-17,320,323.8,318.35,320.95,320.7,970236,710159,73.19,311155091.4,20140
2025-06-18,321.45,331.15,318.2,323.7,325.06,1629711,835303,51.25,529752911.85,46038
2025-06-19,323.7,324.75,315.5,319.2,319.21,586070,291510,49.74,187078010.25,26442
2025-06-20,318.1,321.5,314.15,320.65,319.07,292109,149715,51.25,93204555.35,11453
2025-06-23,316,320.65,314.4,317.75,317.75,271172,143499,52.92,86163706.85,12335
2025-06-24,319,322.1,315.75,320.05,319.26,396873,207807,52.36,126705372.6,16290
2025-06-25,320.45,344.45,320.45,340.9,336.76,3776138,1681713,44.54,1271643124.5,74848
2025-06-26,337.95,342.75,332.75,336,337.53,867691,301754,34.78,292870959.25,21828
2025-06-27,336,341.95,331.4,332.6,336.92,595650,226724,38.06,200687720.35,17378
2025-06-30,336.7,336.7,328.85,332.3,332.19,575980,294144,51.07,191332656.75,18353
2025-07-01,334,343.2,329,332.9,337.42,887758,243878,27.47,299543439.9,24596
2025-07-02,334.55,344,332.2,336.85,336.21,657675,286753,43.6,221114439.95,18685
2025-07-03,336.8,338.7,323.6,327.1,330.69,569386,254870,44.76,188290965.25,15857
2025-07-04,330,333.85,326.1,328.25,329.99,375499,171445,45.66,123912328.35,11869
2025-07-07,328,332.35,326.5,329.8,329.89,419981,268607,63.96,138547104.75,12357
2025-07-08,329.8,331.7,320.45,329.75,328.68,848218,601577,70.92,278791734.2,21079
2025-07-09,330,330.45,318.6,328.55,325.05,846999,307669,36.32,275319434.85,27291
2025-07-10,331.4,337.45,328.35,330.9,332.48,704159,404692,57.47,234120396.9,41033
2025-07-11,329.25,333.95,325.55,332.4,330.05,1076711,823533,76.49,355372404.3,13725
2025-07-14,335,354.9,330.1,344,345.72,2192694,707205,32.25,758064220.4,56431
2025-07-15,346.85,349,342,343.25,344.71,515489,248516,48.21,177695784.9,16021
2025-07-16,344.7,348.4,338.55,339.85,342.9,315915,130936,41.45,108328436.45,9089
2025-07-17,349.7,357.45,343.85,351.3,351.77,1541204,608272,39.47,542143227.7,29456
2025-07-18,351.3,352.35,340.4,341.3,344.12,415916,144645,34.78,143126971.35,17159
2025-07-21,342,343.1,332.55,336.9,337.68,359260,152450,42.43,121313981.65,16874
2025-07-22,337.75,341.4,334.65,337,337.54,232344,119297,51.34,78424347.1,10876
2025-07-23,337,338.75,333.15,335.45,335.44,159185,65349,41.05,53396649.15,7193
2025-07-24,337.7,337.7,329.5,330.6,333.3,188949,85473,45.24,62976734.4,7336
2025-07-25,333,342.05,330,334.3,337.6,976743,361431,37,329751509.45,31072
2025-07-28,334.45,341,329.2,338.9,336.77,492737,267882,54.37,165938159.8,21180
2025-07-29,338.9,347.4,336.35,344.75,343.03,465160,225595,48.5,159565958.3,14616
2025-07-30,353.8,358.25,336.55,345.8,346.15,2829538,930366,32.88,979438088.2,56616
2025-07-31,344.25,351.7,337.4,350.35,346.87,826869,332577,40.22,286815529.45,29898
2025-08-01,352,355.2,345.35,347.3,351.52,814570,378370,46.45,286333739.5,37311
2025-08-04,353.55,414.65,349.35,395.95,381.97,7920817,1486817,18.77,3025505953.45,167724
2025-08-05,400.95,410,380.75,391.75,391.58,5442351,1006696,18.5,2131101443.75,126899
2025-08-06,393,393.9,380,385.45,385.43,1196611,502828,42.02,461207853.2,35222
2025-08-07,385.9,400.75,382.35,398.05,391.59,2059119,876708,42.58,806332951.15,66973
2025-08-08,401,433.55,398.05,426.35,421.51,7331171,2534365,34.57,3090187279.2,153259
2025-08-11,427.05,427.95,414.05,421.5,421.79,1655257,868010,52.44,698169484.45,49390
2025-08-12,420.05,420.05,398.2,401.1,406.77,988861,374844,37.91,402241637,34300
2025-08-13,405,421,404.05,412.3,415.64,2155564,1218116,56.51,895938883.15,45524
2025-08-14,415.75,426,412.8,416.45,418.69,716306,189204,26.41,299907837.75,26538
2025-08-18,426.75,426.75,412,414.35,416.34,513787,224398,43.68,213907810.25,17150
2025-08-19,417.2,450,412.05,435.95,426.42,2735287,756774,27.67,1166380048.25,60645
2025-08-20,436.05,436.05,412.85,416.65,419.04,1578507,562032,35.61,661453526.45,44953
2025-08-21,420.75,424.7,407.7,416.1,416.53,1152936,288364,25.01,480236153.55,28008
2025-08-22,417.8,431.4,414.5,417.25,421.63,1188579,453507,38.16,501145413.35,26253
2025-08-25,425,430.8,415.15,417.7,422.88,1224907,504539,41.19,517993518.4,34792
2025-08-26,417.95,451,413.3,431.5,435.66,4280682,987997,23.08,1864907314.05,105377
2025-08-28,434.85,438.6,426.4,430.2,431.85,1179714,391555,33.19,509459332.65,35525
2025-08-29,430,459,421.6,450.15,446.8,3123592,706438,22.62,1395608092.35,73907
2025-09-01,465.05,512.8,445.3,486.8,487.78,20738470,2519748,12.15,10115783632.5,285484
2025-09-02,491.9,500,481.1,496.7,492.38,5731260,1234680,21.54,2821957841.5,89672
2025-09-03,499.1,510.35,491.9,500.6,501.75,4527758,1512813,33.41,2271801714.85,83114
2025-09-04,504.9,507.3,485,487.05,493.64,1972024,702768,35.64,973478505.15,45050
2025-09-05,489.9,508.8,488.35,499.35,497.03,2637989,861553,32.66,1311169250.35,57766
2025-09-08,501.5,549.65,492.7,520.25,529.1,9863869,1474335,14.95,5218990017.5,182973
2025-09-09,525.4,603,522,573.25,553.57,6958106,1212622,17.43,3851822070.3,114833
2025-09-10,576.15,578.8,522.05,541.55,543.11,9281402,2036195,21.94,5040843175.05,149109
2025-09-11,545.1,554.8,529.2,541.95,542.9,3790172,729005,19.23,2057670901.3,58478
2025-09-12,544.95,551.75,537.55,542.55,545.18,2298895,436977,19.01,1253305187.75,41608
2025-09-15,546.05,560.75,542.8,546.95,552.84,2906042,569698,19.6,1606584271.1,46983
2025-09-16,550,559.5,548.5,556.3,554.64,1799189,439243,24.41,997896853.6,30049
2025-09-17,561.85,587,559.95,570,572.74,4337300,765509,17.65,2484127547.35,71206
2025-09-18,573,573,557,562.5,563.06,1245500,306760,24.63,701287084.9,28090
2025-09-19,560,589,557.1,584.5,576.14,2683018,727109,27.1,1545785301.95,54721
2025-09-22,583.6,614.4,580.35,591.55,597.35,3437632,650215,18.91,2053471742.5,59104
2025-09-23,593.9,594.45,566,572.6,576.22,1909319,569421,29.82,1100190059.7,39236
2025-09-24,572.6,592,568.5,581.85,581.71,1874021,356026,19,1090128384.45,38743
2025-09-25,581.5,581.5,534.5,557.2,556.54,3574883,783684,21.92,1989572411.5,68713
2025-09-26,552.05,565.75,537.45,539.9,549.52,2318093,632409,27.28,1273841687.1,46845
2025-09-29,545.9,587.95,542.5,580.5,569.26,3903208,1079856,27.67,2221924453.1,69963
2025-09-30,579.75,580.45,556.5,565.5,562.34,1627211,389471,23.93,915038378.7,28763
2025-10-01,568,598.8,565.45,587.2,584.18,2936283,602179,20.51,1715314448.3,53297
2025-10-03,589.5,609.5,585.55,593,598.78,2593675,532498,20.53,1553042610.6,50587
2025-10-06,591.8,624.9,582,620.85,610.48,3979396,1064610,26.75,2429340694.1,70272
2025-10-07,621,639.9,615.5,630.05,628.83,3995656,791109,19.8,2512576846.2,68259
2025-10-08,630,679,624,639.15,652.85,8286039,1326824,16.01,5409525360.25,133786
