date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-12-10,162.5,177.49,162,170.09,168.77,400297561,221853918,55.42,67556851238.17,1494861
2025-12-11,176.01,176.75,165.05,167.28,169.72,80339744,21819345,27.16,13635465479.78,507102
2025-12-12,166.69,169.12,153.89,165.11,162.16,102196822,25463075,24.92,16572296955.22,539247
2025-12-15,164,174.9,158.6,170.76,165.38,41631137,8662094,20.81,6884917288.66,222673
2025-12-16,173.57,193.44,173.57,180.29,184.31,172481762,15489387,8.98,31790068119.44,814743
2025-12-17,186.55,216.34,186.55,216.34,202.2,181034283,28196219,15.58,36605726780.79,686854
2025-12-18,226.6,254.4,206.6,235.57,222.82,298723540,20585652,6.89,66562397640.91,1526304
2025-12-19,226.5,234.4,217.62,224.08,226.77,129867250,8595238,6.62,29450421094.03,640076
2025-12-22,221.98,223.65,201.68,201.68,211.5,65317885,12928686,19.79,13814701247.39,328798
2025-12-23,190.57,197.99,181.52,187.83,189.2,101424754,10866689,10.71,19189943791.6,529008
2025-12-24,187.72,197.22,187,197.05,195.45,50847411,7093037,13.95,9937893670.18,174456
2025-12-26,196,200.81,194.02,197.84,197.34,20925399,3023907,14.45,4129363986.29,101944
2025-12-29,197,197.89,190.36,192.27,194.44,8029842,1932483,24.07,1561320893.46,49937
2025-12-30,192,192.74,185,186.15,188.94,7956061,1422332,17.88,1503250880.12,52231
2025-12-31,186.16,188.8,178.02,180.22,183.27,7573841,2191430,28.93,1388082087.9,56672
2026-01-01,181.12,183.88,179.1,181.58,181.1,5077902,906422,17.85,919592118.74,31906
2026-01-02,181.58,181.86,178.5,179.25,179.83,3321819,1161495,34.97,597368613.32,24945
2026-01-05,179.25,188.21,177.63,182.53,184.4,10967713,1824398,16.63,2022432571.74,55435
2026-01-06,182.53,183.45,181.05,182.24,182.22,2710025,809514,29.87,493810809.8,18582
2026-01-07,179.71,180,173.13,173.13,173.52,13865514,5939889,42.84,2405999118.13,28614
2026-01-08,172,172,164.48,164.9,165.24,57420082,17754752,30.92,9488340692.53,113394
2026-01-09,164.9,173.14,164,170.36,170.44,23849390,8536534,35.79,4064915584.46,91586
2026-01-12,169,169.98,161.85,166.89,165.32,9087939,3333679,36.68,1502396257.88,54437
2026-01-13,166.75,168.74,163.04,164.77,164.88,6634060,3400855,51.26,1093851802.88,52663
2026-01-14,164.77,165.95,161.84,164.29,163.95,5822079,3501178,60.14,954553208.44,33863
2026-01-16,164.28,165,160.95,162.26,162.24,4339301,2225102,51.28,704019957.04,44364
2026-01-19,160,166.5,160,165.47,163.48,6771826,2349227,34.69,1107025707.74,44638
2026-01-20,164.01,172.34,164.01,169.83,168.52,9324680,3804748,40.8,1571376366.64,53388
2026-01-21,166.19,175.7,165.1,173.77,171.34,7953540,3439830,43.25,1362730725.6,48063
2026-01-22,173.88,174.7,168.03,169.45,170.16,5796394,3645803,62.9,986308284.88,36327
