date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,366.9,370.35,362.7,368.8,367.49,1559938,502344,32.2,573266488.45,22009
2025-01-02,368.8,374,367.3,373.25,372.08,2019572,947219,46.9,751441186.05,32980
2025-01-03,376.95,377,368,369.25,371.5,2143230,418827,19.54,796220125.25,28468
2025-01-06,369.45,372.8,356.75,358.1,363.93,1962539,631085,32.16,714226683.05,29879
2025-01-07,363.1,388.95,363.1,382.35,382.07,19915058,2653131,13.32,7608976736.95,199287
2025-01-08,381,383.65,368.4,371.2,374.44,3256228,635644,19.52,1219262733.05,40896
2025-01-09,371.2,376,369,370.7,372.01,1698790,443919,26.13,631968075.45,27173
2025-01-10,369.95,370.55,357.95,360.95,362.28,2223573,743434,33.43,805545596.4,29569
2025-01-13,371,377.5,360.45,365.2,370.36,23779837,5108405,21.48,8807032213.75,208895
2025-01-14,371.85,391.2,370.25,387.65,383.43,16972762,2784135,16.4,6507860348.3,224325
2025-01-15,390.1,391.5,378.45,382.05,382.38,6005133,2565232,42.72,2296240290.7,59068
2025-01-16,384.05,396.75,382.1,393.15,392.68,10454325,4358116,41.69,4105203149.75,100286
2025-01-17,394,397.8,387.35,393.7,393.16,6070039,1860445,30.65,2386501134.1,60091
2025-01-20,395,402.9,390.75,401.55,398.22,8026751,3091927,38.52,3196390854.8,75451
2025-01-21,403,404.7,389.25,390.55,397.17,4681084,1416006,30.25,1859188748.75,62448
2025-01-22,390.55,392.35,380.1,388.05,384.84,2830379,803033,28.37,1089256720.15,40270
2025-01-23,385.55,399.65,385.55,397.3,395.62,3214357,1021656,31.78,1271675472.5,39910
2025-01-24,397.3,397.8,386.4,388.25,391.24,2939290,932790,31.74,1149966349.1,39944
2025-01-27,388.25,388.25,369.4,370.25,374.24,3292383,1087291,33.02,1232148492,43952
2025-01-28,372,372.45,350.4,359.9,359.08,3909804,1047212,26.78,1403948552.45,60629
