date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,450,450.45,443.55,448.3,447.06,2624150,817228,31.14,1173158395.6,39101
2025-01-02,448.5,460.6,447,459.35,453.74,7550076,3938653,52.17,3425790874.6,55444
2025-01-03,463.5,474.85,460.3,464.8,468.31,12857999,4249569,33.05,6021510446.95,111243
2025-01-06,468.3,468.3,443.55,446.5,452.85,6541592,2740184,41.89,2962361487.05,90638
2025-01-07,448.85,451.8,442.6,446.3,446.48,4817004,2398437,49.79,2150705877.25,80312
2025-01-08,446.3,447.9,430.2,434.9,435.85,7504204,3402622,45.34,3270693926.85,96764
2025-01-09,435.5,436.9,420.25,421.95,426.02,6771171,3116822,46.03,2884630768.35,91705
2025-01-10,421,422.4,401.4,404.2,409.24,9418630,3722403,39.52,3854493291.55,174429
2025-01-13,397.1,408.35,387,389.3,397.23,11102746,4250043,38.28,4410340405.45,172397
2025-01-14,395.45,419.4,393.6,417.4,408.2,16819358,7139496,42.45,6865628198.65,138714
2025-01-15,424.3,432.85,419.45,427.55,426.54,11942821,4986439,41.75,5094065862.1,125917
2025-01-16,434.5,440.75,432.7,435.4,436.63,11304640,5888203,52.09,4935944531.45,93173
2025-01-17,435.95,439,429.8,433.45,433.92,5109364,1993567,39.02,2217046224.6,67343
2025-01-20,436.9,442,431.2,436.9,437.61,4692710,1904912,40.59,2053556771.55,58995
2025-01-21,436.95,439.45,425.6,427.9,430.25,5673560,2372005,41.81,2441031974.6,81235
2025-01-22,427,428,412.35,420.6,417.55,7990557,3431832,42.95,3336481943.2,67448
2025-01-23,418.65,423.85,415.5,421.25,420.18,5201731,2172833,41.77,2185644471.1,55797
2025-01-24,421.3,423.7,407.1,408.4,412.48,5521223,2548260,46.15,2277403541.35,68800
2025-01-27,404.2,404.9,387,389.7,392.64,6919950,3147610,45.49,2717056378.55,99473
2025-01-28,400,400.75,379.65,386.35,388.61,12499818,5483333,43.87,4857561651.35,133477
2025-01-29,387.5,403.8,385.75,399.1,398.59,8257720,3043774,36.86,3291440087.95,96548
