date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,615.1,619.5,612.65,617.2,616.56,1386549,795556,57.38,854887838.95,33784
2025-01-02,617,621.1,614,620.15,618.44,2449967,1507515,61.53,1515158017.65,61803
2025-01-03,619,624.05,615.65,623,620.82,2956679,2055748,69.53,1835553021.5,58496
2025-01-06,627,627,603.35,605.95,609.29,5743310,4168828,72.59,3499322479.9,89422
2025-01-07,606,620.7,605.5,619.85,614.08,2813892,1773911,63.04,1727942674.85,69652
2025-01-08,620.05,623.25,615.1,618,618.86,1861556,1116010,59.95,1152050774.5,110718
2025-01-09,616.1,621.1,609.9,612.2,614.21,2141675,1359328,63.47,1315442438.7,83553
2025-01-10,610.05,614.9,603,608.65,610.13,1966939,1072561,54.53,1200081468.15,101909
2025-01-13,607,608.45,597.3,599.75,601.82,2105862,1290505,61.28,1267348184.7,121083
2025-01-14,605,608.05,594.85,600.45,599.02,3122102,1877072,60.12,1870216903.45,107826
2025-01-15,604.5,604.5,584.3,594.2,591.63,5633587,3145075,55.83,3332994992.95,178620
2025-01-16,630.1,663.6,628.95,641.4,649.37,24198675,3197102,13.21,15713847153.85,328778
2025-01-17,640,649.95,633.4,642.2,643.15,3671715,1139072,31.02,2361458535.55,90587
2025-01-20,642,644.05,630.55,634.05,634.2,1956252,1040622,53.19,1240647438.1,55204
2025-01-21,636,637.05,622.9,624,628.25,1820019,1089544,59.86,1143429897.4,53469
2025-01-22,629,629,612.9,618.2,618.25,2296057,1205976,52.52,1419545677.4,67717
2025-01-23,618,625.2,612.6,621,621.26,1673008,909726,54.38,1039365796.95,72270
2025-01-24,620.55,625,613.3,621.1,620.77,1793560,916701,51.11,1113391233.1,57558
2025-01-27,618,619.75,606.4,610.2,612.45,1730503,931809,53.85,1059842820.1,66244
2025-01-28,610.95,614,600.1,611.55,608.55,2662789,1551794,58.28,1620435461,90523
2025-01-29,612,629.7,605.15,628.35,618.53,2005819,945071,47.12,1240662550.9,59971
2025-01-30,624.7,636.1,624,634.15,631.63,2899445,1292491,44.58,1831382755.65,64602
2025-01-31,638,641,630.15,638.05,637.46,1012392,465662,46,645356040.45,42673
2025-02-01,639.05,667.55,595.25,625.5,626.78,10039413,3872379,38.57,6292545023.05,193732
2025-02-03,615.5,630.35,610,621.4,621.15,3293387,1734535,52.67,2045700290.8,71843
2025-02-04,627.95,628,615.4,625.9,622.68,3244955,2162036,66.63,2020566632.8,55542
2025-02-05,626,639,624.7,627.85,631.58,4467504,3193980,71.49,2821564472.25,78348
2025-02-06,626.45,638.4,623.15,631.95,633.08,4837012,2317709,47.92,3062218780,142226
2025-02-07,631.95,637.5,624.55,635.7,631.35,2538330,1415534,55.77,1602580464.45,76073
2025-02-10,636,640.8,626.75,635.7,635.21,3394573,1775677,52.31,2156271232.6,98246
2025-02-11,632.25,634.85,612.95,618.6,620.5,2327875,1392002,59.8,1444456765.3,69162
2025-02-12,618.1,636.9,608.15,629.15,627.82,3378279,1628251,48.2,2120954916.25,87765
2025-02-13,629.15,640,627.65,629.6,632.36,2808139,1805513,64.3,1775755935,96311
2025-02-14,630,633.9,622.5,626.2,627.96,1693078,956114,56.47,1063184111.5,56209
2025-02-17,626.2,627,613.95,623.25,620.58,1860572,1013062,54.45,1154624548.4,68311
2025-02-18,624,626,611.35,618.95,616.06,1887686,1137748,60.27,1162925439.4,76295
2025-02-19,617,624,613.8,622.85,619.78,2007325,1059109,52.76,1244098212.45,61497
2025-02-20,623,630,616.3,620,620.67,2881981,1798480,62.4,1788754584.25,67736
2025-02-21,617.8,623.9,613.45,622.85,620.26,1627631,1032748,63.45,1009559861.7,59167
2025-02-24,616,621.5,614.5,617,617.64,983443,478146,48.62,607418066,42718
2025-02-25,617.05,623.3,613.1,622.15,618.6,1606709,912951,56.82,993904990.9,44404
2025-02-27,625,627.85,615,618.4,620.42,1831493,1008785,55.08,1136300817.65,74038
2025-02-28,614,616.95,600.35,608.5,609.07,5013148,3294448,65.72,3053342106.5,135186
2025-03-03,608.5,620.15,607,618,616.2,3624490,2316917,63.92,2233413071.5,110919
2025-03-04,613.1,620.8,609.3,616.5,615.52,3262295,2260255,69.28,2007998657.65,70668
2025-03-05,613,625,612,621.2,621.01,2661830,1753352,65.87,1653010493.8,48099
2025-03-06,621.2,628,612.6,618.25,617.83,2491123,1204273,48.34,1539090653.15,98117
2025-03-07,618.3,633,618.15,625.2,627.31,3169440,1701153,53.67,1988218355.65,92283
2025-03-10,625.05,633,623,625.9,628.92,2316148,1522926,65.75,1456662884.8,92941
2025-03-11,623,637.55,614.65,636.95,631.31,2677293,1827870,68.27,1690206684.65,78008
2025-03-12,636.95,639.75,627.1,632,632.2,2704337,1859244,68.75,1709693815.15,75264
2025-03-13,631,632.3,619.45,622.4,625.6,2211232,1492879,67.51,1383352066.9,71075
2025-03-17,622.4,631.35,622.4,629.8,628.8,1075113,598234,55.64,676029490.55,37055
2025-03-18,631.15,641.65,629.15,640.55,636.9,2094678,1409444,67.29,1334106015.25,52360
2025-03-19,642,665.9,640.65,664.55,656.96,2470532,1489801,60.3,1623038078.25,59848
2025-03-20,665,678.35,659.1,674.35,671.85,4425855,3040027,68.69,2973517514.3,96913
2025-03-21,677.8,681.1,669.05,679.6,676.08,3725271,2523987,67.75,2518580001.55,80959
2025-03-24,679.6,687.45,675.6,679.9,682.13,1401023,700911,50.03,955681887.7,49932
2025-03-25,683,686,671.35,673.1,677.16,2019661,1052481,52.11,1367628532.35,56290
2025-03-26,673.1,680.4,664.85,668.4,670.79,2231203,1329303,59.58,1496665170.75,102998
2025-03-27,668.4,684.6,667.05,681.9,680.1,5951034,3889492,65.36,4047300943.05,134010
2025-03-28,683.9,688.25,677.95,685.7,684.18,3116601,2104309,67.52,2132312224.2,84133
2025-04-01,683,698.05,680,692.9,693.01,4620146,3206820,69.41,3201822205.05,100236
2025-04-02,693.3,701.75,690.2,696.15,696.51,3047499,2029221,66.59,2122610852.75,105788
2025-04-03,688.5,697.8,675,692.9,692.36,1353987,636568,47.01,937448218.5,47622
2025-04-04,687,695,684.15,689.05,689.93,3867188,2318878,59.96,2668099430.95,65940
2025-04-07,663.75,680,651.7,665.95,667.39,3861746,2060550,53.36,2577273166.45,124294
2025-04-08,674.5,689.75,668.3,685.75,679.67,3279965,1835187,55.95,2229288756.55,81267
2025-04-09,685.5,691.6,679.15,684.8,685.38,3054715,1956684,64.05,2093650603.5,85553
2025-04-11,683.4,690.4,682.15,685.55,685.42,3264303,2500888,76.61,2237423483.25,96854
2025-04-15,691.15,707.5,690.3,704.7,701.6,2306442,1391517,60.33,1618201766.35,92660
2025-04-16,700.2,721.35,700.2,716.05,715.49,3452538,1553698,45,2470272573.65,94375
2025-04-17,716.05,723.75,709.55,720.05,716.77,3105731,1806651,58.17,2226095329.6,110298
2025-04-21,725,725,703.6,712.2,710.05,6168127,3996081,64.79,4379653534.15,122923
2025-04-22,718,721.85,708.55,712.55,714.71,2669384,1509144,56.54,1907847566,75038
2025-04-23,715.4,715.9,705.1,709.1,710.23,2091384,1342872,64.21,1485371450.6,67663
2025-04-24,713,716,705,708.4,710.53,3814638,2429853,63.7,2710431595.6,89289
2025-04-25,711.45,733.5,692.65,704.55,709.82,3714671,1224018,32.95,2636752251.65,83753
2025-04-28,702.7,714.5,698.1,710.85,706.36,1944250,889728,45.76,1373343024.05,62876
2025-04-29,715.9,719,707,715.05,712.82,2545118,1471865,57.83,1814204893.05,73402
2025-04-30,712.1,749.8,712.1,743.7,738.47,8732964,5283400,60.5,6449003032.7,185049
2025-05-02,743.7,749.35,726.45,727.75,736.24,3286801,1854870,56.43,2419865594.55,103466
2025-05-05,730.1,741.35,727.3,738.9,738.48,2761798,1885205,68.26,2039532914.15,50082
2025-05-06,738.9,742.65,718.8,722.6,728.13,1498360,707267,47.2,1091005418.45,63756
2025-05-07,719,728.85,718,723.9,724.4,1657343,987116,59.56,1200571996.8,58325
2025-05-08,718.5,726.2,715.5,722.95,722.68,3057761,1808034,59.13,2209791856.45,81929
2025-05-09,709,717,708.4,713.6,712.88,3210705,2494080,77.68,2288835041.6,80101
2025-05-12,720,737,720,734.6,733.41,1488045,674598,45.33,1091340645.65,55032
2025-05-13,735.4,742.4,732.15,735.05,737,1445358,772895,53.47,1065222692.25,72517
2025-05-14,740,750,734.15,741.7,743.52,2058831,984393,47.81,1530783673.35,62944
2025-05-15,743.05,753.6,734,751.2,745.11,3338741,1501945,44.99,2487731783.9,105170
2025-05-16,750,754,747.05,750.55,750.09,1426234,874297,61.3,1069807267.1,43247
2025-05-19,747,756,746.35,750.95,752.58,1187450,684928,57.68,893657039.45,38696
2025-05-20,748.55,757.65,745.75,747.05,751.68,2191829,1435193,65.48,1647544687.7,64451
2025-05-21,748,761,746,759.7,757.09,1928533,1010829,52.41,1460069224.4,51619
