date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,3274,3274,3222,3230.5,3235.03,254916,150861,59.18,824659743.15,26564
2025-01-02,3230.5,3274,3192.75,3257.45,3223.89,924230,622774,67.38,2979612148.8,50344
2025-01-03,3275,3299,3200,3216.9,3224.12,720321,484235,67.22,2322398302.75,45874
2025-01-06,3237.95,3239.95,3151.8,3176.2,3184.14,956388,598190,62.55,3045275421.85,97380
2025-01-07,3176.2,3227.95,3152.05,3164.5,3176.12,554853,370967,66.86,1762280222.5,55434
2025-01-08,3215,3215,3121.85,3163.9,3155.4,448082,262271,58.53,1413876440.45,47302
2025-01-09,3164.1,3172.7,3088.4,3108.5,3121.27,762592,532525,69.83,2380257434.3,57830
2025-01-10,3105,3113.45,2988.9,2999.45,3032.49,632659,381224,60.26,1918529515.95,55500
2025-01-13,2952.6,2988.6,2853.65,2873.35,2910.72,597634,336178,56.25,1739545605.1,52656
2025-01-14,2873.35,2950,2873.35,2940.95,2919.35,331376,199059,60.07,967401501.25,49324
2025-01-15,2962,2964.95,2840.1,2888.3,2881.85,677709,405939,59.9,1953052402.6,72415
2025-01-16,2890,2939.2,2886.5,2924.95,2917.6,585735,387204,66.11,1708940838.75,54848
2025-01-17,2924.95,2959.95,2908,2935.25,2936.87,226368,117673,51.98,664814243.9,24920
2025-01-20,2959,2959,2906.85,2943.3,2927.92,227986,119677,52.49,667525592.45,27131
2025-01-21,2945,2973,2900,2903.8,2929.54,403269,222819,55.25,1181392579.1,46831
2025-01-22,2925,2925,2822.7,2883.75,2873.65,619181,348314,56.25,1779309802.55,77178
2025-01-23,2883.75,2937,2853,2889.05,2898.09,256027,142413,55.62,741990325.8,36488
2025-01-24,2891,2904.7,2799.95,2804.05,2846.67,269838,152837,56.64,768138527.85,31021
2025-01-27,2814.95,2819.8,2700,2775.2,2767.03,454728,230765,50.75,1258248260.95,40758
2025-01-28,2786.3,2812.65,2705.2,2739.6,2735,622614,346503,55.65,1702851122.8,72438
2025-01-29,2749.9,2866.2,2741.1,2848.9,2842.97,537445,313818,58.39,1527938706.9,44388
2025-01-30,2850.4,2875.45,2820,2852.95,2845.58,428601,131436,30.67,1219616871.95,55560
