date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,2735,2899,2729.95,2889.95,2847.8,251184,113565,45.21,715320831.95,34163
2025-01-02,2870.05,2941,2856.2,2880.05,2887.84,175897,78166,44.44,507962316.65,28248
2025-01-03,2880.15,2894.9,2832,2839.4,2861.35,92438,38513,41.66,264497486,16590
2025-01-06,2839.4,2866.8,2705.15,2742.15,2773.65,211610,105349,49.78,586933033.45,31159
2025-01-07,2756,2848.95,2750.05,2830.3,2809.07,106759,37882,35.48,299893275.35,19172
2025-01-08,2830,2843.1,2758,2770.1,2779.4,95954,51620,53.8,266694103.25,19696
2025-01-09,2771.9,2805,2735.95,2762.45,2772.17,85713,46275,53.99,237610671.6,18325
2025-01-10,2762.8,2771.95,2521,2599.25,2646.03,221094,91750,41.5,585022368.85,41494
2025-01-13,2530,2594.05,2379.05,2423.15,2462.24,372109,159817,42.95,916223157.9,57109
2025-01-14,2429.9,2548.4,2387.1,2518.35,2481.58,223176,74384,33.33,553829708.4,36544
2025-01-15,2540.1,2579.95,2420.05,2432.3,2472.67,188968,102244,54.11,467254962.7,28668
2025-01-16,2469.75,2519,2440.05,2454,2467.7,111099,56391,50.76,274159443.1,23021
2025-01-17,2456.4,2457.15,2328.45,2338.35,2359.62,268652,135426,50.41,633915500.5,35493
2025-01-20,2325,2325,2085,2197.1,2193.26,1267938,395796,31.22,2780914859.25,145887
2025-01-21,2210.15,2288,2132.3,2143.8,2204.07,487495,139190,28.55,1074474684.7,59792
2025-01-22,2153.75,2168,1900,1943.85,1966.52,1027519,378909,36.88,2020640761.4,125446
2025-01-23,1939,1995,1871.2,1902.7,1925.03,746341,254065,34.04,1436725751.7,77855
2025-01-24,1902.7,1931,1825,1845.8,1879.07,502300,130580,26,943856485.25,61782
2025-01-27,1802.5,1804.55,1603.4,1623.85,1658.86,1715270,582178,33.94,2845388734.6,187493
2025-01-28,1561,1580,1461.5,1461.5,1476.95,1309035,519623,39.7,1933382385.55,38684
2025-01-29,1511,1607.65,1471.65,1607.65,1574.97,755412,273223,36.17,1189750092.2,25805
2025-01-30,1670,1768.4,1670,1727.85,1734.73,1349374,554492,41.09,2340797310.75,79625
2025-01-31,1769.3,1877,1746.9,1794.05,1784.15,511201,254816,49.85,912061331.05,45521
2025-02-01,1832.35,1845,1754,1787.4,1794.74,187418,54593,29.13,336367324.8,19126
2025-02-03,1759.95,1786.5,1661,1683.75,1713.72,208499,98435,47.21,357307982.55,23302
2025-02-04,1735,1738,1646.75,1691.5,1685.6,156404,84140,53.8,263635194.8,17212
2025-02-05,1730,1779,1708.55,1751.55,1752.31,134822,54181,40.19,236250394.7,17301
2025-02-06,1760.8,1877.9,1755.35,1794.55,1830.65,557670,151250,27.12,1020901050.1,54360
2025-02-07,1799.95,1836,1755,1785.4,1803.71,265707,118466,44.59,479258746.45,26196
2025-02-10,1759.95,1773.25,1624.85,1646.6,1676.15,283964,127085,44.75,475966668.5,33652
2025-02-11,1645.75,1645.8,1534.1,1548.5,1565.83,304684,132359,43.44,477082984.15,35865
2025-02-12,1531.4,1581.75,1461.15,1535.6,1520.13,358803,131957,36.78,545426863,52539
2025-02-13,1540,1571.95,1492,1501.35,1526.47,217856,90759,41.66,332551059.65,37515
2025-02-14,1493.05,1514.85,1390,1409.1,1425.37,399726,198461,49.65,569756790.25,55273
2025-02-17,1401,1438,1340.05,1370.25,1374.55,341880,159425,46.63,469931055.8,47302
2025-02-18,1370.9,1402.25,1305.05,1340.6,1337.21,236700,83303,35.19,316518251,34671
2025-02-19,1320,1474.65,1320,1474.65,1435.14,269715,94879,35.18,387078045.65,22513
2025-02-20,1500,1622.1,1499.25,1618.1,1573.47,1393485,309424,22.21,2192601920.75,98722
2025-02-21,1618.1,1669.9,1571,1599.5,1615.99,489712,144663,29.54,791369674.65,50571
2025-02-24,1568.95,1577.55,1515,1540.25,1542.38,281914,86446,30.66,434818781.1,33172
2025-02-25,1549.95,1597,1544.95,1560.35,1573.06,199497,56946,28.54,313821206.3,26475
2025-02-27,1569.95,1579.45,1450,1484.4,1507.55,193962,81798,42.17,292407638.95,25801
2025-02-28,1434.05,1488.45,1412.2,1453.9,1443.28,246406,78543,31.88,355632055.1,34092
2025-03-03,1465,1480.8,1370,1418.95,1407.41,251840,77948,30.95,354442199.4,38579
2025-03-04,1366.05,1460,1366.05,1440,1430.14,182890,60947,33.32,261557485.55,25825
2025-03-05,1440.05,1535.9,1440.05,1526.7,1501.4,190948,77707,40.7,286689682.25,26226
2025-03-06,1552,1598,1530.55,1565.3,1573.26,254035,98793,38.89,399664232,28562
2025-03-07,1572,1623,1563.15,1594.2,1601.15,207786,70421,33.89,332696198.45,25528
2025-03-10,1600.05,1619,1521.1,1527.4,1566.07,148011,56545,38.2,231795485.65,22719
2025-03-11,1496,1560,1451.2,1525.45,1505.42,136049,49119,36.1,204811202,18838
2025-03-12,1530,1550,1475,1489.6,1498.82,109551,47767,43.6,164196992.05,17384
2025-03-13,1494.95,1509.9,1452,1460.3,1474.3,108658,43713,40.23,160193988.4,16728
2025-03-17,1460.95,1488.05,1395,1403.7,1435.93,195009,95476,48.96,280018472.95,25877
2025-03-18,1415,1516,1415,1504.6,1489.54,487057,96582,19.83,725490048.95,41775
2025-03-19,1514,1541.65,1505,1521.65,1522.53,232157,95810,41.27,353466548.85,25593
2025-03-20,1540.7,1584,1508.05,1515.45,1533.56,186132,69627,37.41,285444244.75,22910
2025-03-21,1508,1624.65,1500,1606.55,1591.02,748074,438520,58.62,1190199460.55,59942
2025-03-24,1630,1677.95,1589.1,1637.55,1637.63,355649,126624,35.6,582421879.85,34348
2025-03-25,1665,1681.95,1594,1603.85,1631.57,232161,93181,40.14,378786751.25,29288
2025-03-26,1603.85,1662.7,1540.05,1549.15,1593.6,267162,108220,40.51,425750376.65,28682
2025-03-27,1548.4,1566.4,1520,1525.5,1537.28,218847,93747,42.84,336430064.15,22634
2025-03-28,1526.9,1590,1505.1,1514.65,1547.13,209302,76534,36.57,323817398.6,20499
2025-04-01,1505.15,1520.5,1486.7,1510.55,1506.64,200134,80443,40.19,301529616.95,20806
2025-04-02,1503,1556.25,1491.1,1549.4,1529.95,104956,39099,37.25,160577846.3,11639
2025-04-03,1525,1545.6,1515,1529.65,1528.05,150649,60582,40.21,230199898.1,15473
2025-04-04,1508,1514.85,1455.75,1499,1483.34,276615,126800,45.84,410315233.95,27024
