date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,333,350,330.85,345.65,340.94,422687,116881,27.65,144109752.5,23314
2025-01-02,345.05,351,337.3,341.5,343.56,283644,90835,32.02,97448381.4,19496
2025-01-03,341.3,371.35,341.3,348.85,359.52,4207246,478471,11.37,1512601393.35,130705
2025-01-06,349.05,374.65,348.05,354.4,362.44,3063847,483454,15.78,1110471772,115021
2025-01-07,356.5,362.9,351.3,354.45,358.27,555067,208877,37.63,198865105.9,26503
2025-01-08,352,353.9,335.85,339.6,339.8,473682,110554,23.34,160956925.65,24747
2025-01-09,339.6,347.15,334.9,343.9,340.03,268914,71711,26.67,91438593.4,16350
2025-01-10,345.7,345.7,327,328.65,332.8,215196,55390,25.74,71616696.3,19621
2025-01-13,328.65,328.65,315.2,320.9,320.32,530674,352816,66.48,169984991.4,26257
2025-01-14,320,333.85,314.5,325.8,323.58,448350,325544,72.61,145076822.7,17097
2025-01-15,330.7,335.45,320.15,331.35,327.89,500476,170478,34.06,164100854.7,36817
2025-01-16,330.5,332.95,319,323.5,323.38,306570,110194,35.94,99137425.85,16762
2025-01-17,322.8,324,314.9,318.05,318.18,183261,78018,42.57,58309155.7,13159
2025-01-20,315.2,319.8,310.4,314.25,314.05,243048,119713,49.25,76328718.3,18616
2025-01-21,314.25,323.9,310.65,312.15,314.53,82593,23703,28.7,25977892.1,6141
2025-01-22,312.2,319.85,307.8,310.2,311.65,718453,519313,72.28,223904833.1,34282
2025-01-23,311.25,315.25,303.3,305.3,308.57,294864,146864,49.81,90985570.5,26619
2025-01-24,302.75,311.15,301.6,305.35,305.54,182932,53910,29.47,55892226.35,13681
2025-01-27,306.95,306.95,291.1,295.2,296.79,185530,82466,44.45,55064303.45,16363
2025-01-28,295.95,296.95,283.7,286.95,288.47,395519,211758,53.54,114094749.4,26823
2025-01-29,286,296,284.65,289.95,291.39,150002,64376,42.92,43708431.05,13909
2025-01-30,289.95,295,286.4,290.05,290.03,125615,65370,52.04,36431842.15,10287
2025-01-31,291.6,299,284,289.6,288.82,545170,316316,58.02,157454030.8,31959
2025-02-01,291.05,321.9,287.5,315.75,315.09,1583581,356725,22.53,498974731.05,47254
2025-02-03,305,346,292.9,326.8,331.07,4994203,1171198,23.45,1653445220.4,169924
2025-02-04,321,326.4,312,319.05,319.55,703180,337287,47.97,224703693.75,40223
2025-02-05,323.75,324.6,315.2,318.5,318.01,318734,205132,64.36,101360564.85,13885
2025-02-06,319,331.4,311.65,317.85,318.85,756341,219358,29,241159076.3,42327
2025-02-07,319,332,299,323.15,311.43,812371,220587,27.15,252998989.5,53619
2025-02-10,323.8,327.7,308.85,311.75,311.55,503143,233240,46.36,156753071.3,25283
2025-02-11,313,315.6,302,303.8,304.34,783699,630589,80.46,238512314.85,21177
2025-02-12,298.1,310.8,291.75,296.6,297.81,327796,145164,44.28,97620170.45,30311
