date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,2047,2097.25,2038.55,2092.4,2074.23,164563,51018,31,341341756.05,15836
2025-01-02,2093,2142.45,2069.8,2136.65,2119.35,256463,139819,54.52,543534394.85,24010
2025-01-03,2130,2147.55,2116.8,2128.1,2132.74,149472,65396,43.75,318785248.25,11506
2025-01-06,2101,2134,2040,2075.75,2089.66,117565,38435,32.69,245670531.9,15979
2025-01-07,2055,2100,2055,2075.35,2079.62,73329,26844,36.61,152496219.65,7835
2025-01-08,2080,2084.25,1919.2,2000.8,1999.3,1198258,344928,28.79,2395682776.45,86986
2025-01-09,1991.1,2035.65,1979.95,2023.45,2015.98,344496,129480,37.59,694495775.75,40558
2025-01-10,2013.35,2045,1980.75,2029.5,2006.34,123973,49468,39.9,248731568.15,14538
2025-01-13,2012,2018.45,1935.45,1944.45,1967.61,165906,75151,45.3,326437920.1,15029
2025-01-14,1931,1983.8,1930,1965.3,1954.43,210753,99558,47.24,411902490.65,18673
2025-01-15,1983.1,1983.1,1935.3,1948.3,1949.8,89650,42390,47.28,174799135,12093
2025-01-16,1947.85,1963,1911.35,1929.7,1930.52,90256,40478,44.85,174241428.15,13554
2025-01-17,1932,1960,1922.25,1951.3,1946.66,117060,45440,38.82,227876273.9,20999
2025-01-20,1959.8,2075,1951.55,2059.4,2038.02,932221,312649,33.54,1899885856.3,58019
2025-01-21,2060.6,2118.9,2055.4,2064.5,2085.18,482072,166191,34.47,1005207899.85,26630
2025-01-22,2055,2084.65,1990,2064,2060.49,156388,59078,37.78,322236287.2,15642
2025-01-23,2058.55,2081.7,2038.6,2073.75,2068.16,150061,72047,48.01,310350616.05,12185
2025-01-24,2084.1,2084.1,2053.7,2064.85,2064.89,107086,25805,24.1,221121292.85,11612
2025-01-27,2068,2068,2012.7,2024.4,2035.34,97337,36036,37.02,198113612.05,10437
2025-01-28,2020,2070,1986.3,2030.45,2015.29,155791,29656,19.04,313964024.8,17812
2025-01-29,2030,2081.5,2027.05,2073.2,2061.6,118239,24446,20.68,243760976.75,12491
2025-01-30,2073.25,2139.75,2064.65,2124.4,2105.78,238369,74536,31.27,501952689.6,15575
2025-01-31,2124.4,2164.65,2115.7,2146,2138.78,234243,55953,23.89,500993726.7,23594
2025-02-01,2139,2260.25,2057.5,2235.8,2213.85,929822,498203,53.58,2058483392.6,34630
2025-02-03,2235.95,2299.7,2166.5,2192.7,2250.06,816037,289933,35.53,1836136091.6,75588
2025-02-04,2192.05,2192.05,2113.05,2130,2140.99,268221,77579,28.92,574257570.65,34322
2025-02-05,2129,2137.5,2049,2058.45,2087.02,398342,125330,31.46,831349136.7,43187
2025-02-06,2078,2088,2035.35,2073,2063.65,265739,114598,43.12,548391528.15,23995
2025-02-07,2074,2076.1,2035,2048.65,2050.57,164882,64249,38.97,338102188.2,17005
2025-02-10,2045.05,2076.8,2041.8,2055.45,2058.09,74532,15448,20.73,153393487.7,10156
2025-02-11,2057.95,2090.9,2014.55,2023.3,2040.92,420130,173580,41.32,857451898.35,40244
2025-02-12,2046.8,2098.5,2032.05,2057.3,2056.65,1175662,517941,44.06,2417925788.5,63525
2025-02-13,2058.05,2064.55,2007,2030.25,2041.05,322310,167305,51.91,657849557.75,21413
2025-02-14,2040,2166,2013.05,2040.6,2071.68,2023122,641323,31.7,4191251474.9,138707
2025-02-17,2000,2069,1999.05,2028.15,2042.6,564875,285673,50.57,1153815367.7,52892
2025-02-18,2050,2050,2017.55,2022.8,2030.54,281591,131488,46.69,571782420.4,24162
2025-02-19,2020,2049,2000.35,2027.2,2015.93,329993,222349,67.38,665243832.95,23460
2025-02-20,2020.25,2050.95,2003,2028.2,2032.79,213767,95859,44.84,434542537.85,22472
2025-02-21,2028.2,2044.9,2012.05,2019.4,2024.18,194876,119400,61.27,394463892.35,12281
2025-02-24,2015.05,2071.75,2009.45,2035.1,2046.58,315107,138361,43.91,644892503.95,27305
2025-02-25,2040,2060,2020.75,2038.55,2041.62,891431,551605,61.88,1819962959.75,44876
2025-02-27,2041.35,2066.9,1960,2006.85,2032.71,407862,240121,58.87,829064587.55,24580
2025-02-28,1971.55,1979.6,1919,1946.15,1947.86,144303,72150,50,281081736.9,20608
2025-03-03,1949.9,1949.9,1868,1912.85,1902.55,135894,52720,38.79,258544650.4,24093
2025-03-04,1908,1927,1876,1912.8,1911.96,146370,97087,66.33,279853710.9,23439
2025-03-05,1910,1910,1877.4,1890.95,1890.13,193727,118812,61.33,366169097.65,25446
2025-03-06,1904.1,1933.6,1886.65,1899.65,1899.17,248614,187392,75.37,472160176.75,19283
2025-03-07,1914.4,1931.65,1848,1922.3,1886.15,176597,69946,39.61,333088544.9,26097
2025-03-10,1946.95,1949.95,1882.45,1900.55,1906.08,170472,84706,49.69,324932649.8,23239
2025-03-11,1880,1895,1852.35,1878.3,1870.18,157995,92366,58.46,295479250.75,25998
2025-03-12,1878.95,1955,1878.95,1904.95,1900.88,130849,72530,55.43,248727829.1,20800
2025-03-13,1927.75,1935,1895.6,1911.65,1910.56,95875,55177,57.55,183174815.35,16884
2025-03-17,1927.3,1927.45,1870.15,1884.75,1883.07,69289,36931,53.3,130475786.1,14626
2025-03-18,1890.65,1909.95,1884.05,1899.75,1898.03,69666,39255,56.35,132228231.05,9445
2025-03-19,1911.35,1928,1884.6,1905.55,1911.67,296933,221649,74.65,567636994.8,30274
2025-03-20,1922.8,2030,1915.7,1967.2,1975.53,379793,130343,34.32,750291541.4,51752
2025-03-21,1956.4,1981.7,1916.4,1933.45,1944.5,163667,68210,41.68,318250139.95,18082
2025-03-24,1940,1980.8,1940,1962.35,1959.99,175701,116061,66.06,344372562.25,12806
2025-03-25,1978.15,1978.15,1886.1,1924.8,1932.51,224980,106846,47.49,434775804.8,24463
2025-03-26,1920,1960.85,1910.9,1931.15,1935.82,149663,59329,39.64,289720287.6,14092
