date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,1058,1072.4,1040,1058.85,1052.3,215442,112626,52.28,226708791.45,13982
2025-01-02,1065,1067.05,1051.8,1054.45,1057.08,159733,70446,44.1,168850022.85,20958
2025-01-03,1054.45,1073.25,1048,1066.55,1061.92,309080,145268,47,328217392.25,28600
2025-01-06,1075,1078.55,1057.7,1064.15,1066.36,515499,260563,50.55,549706409.7,49780
2025-01-07,1060,1069.15,1035.2,1060.3,1055.08,389826,168535,43.23,411298539.85,40420
2025-01-08,1065.5,1095,1044,1069.4,1072.82,798436,365605,45.79,856581025.75,57964
2025-01-09,1057.7,1078.4,1055,1066.3,1069.83,291553,126221,43.29,311913182.65,24316
2025-01-10,1056.6,1115.9,1048.45,1097.65,1081.39,849726,415794,48.93,918889145.65,60390
2025-01-13,1103,1110,1025.95,1035.9,1058.04,1593050,796259,49.98,1685503261.3,143867
2025-01-14,1034,1074.9,1032.2,1050.35,1053.63,1299229,663481,51.07,1368902604.35,80515
2025-01-15,1050.35,1084.9,1046,1054.55,1059.13,537799,233655,43.45,569599148.85,40830
2025-01-16,1056.65,1132,1056.65,1097.05,1098.07,1627706,806039,49.52,1787340474.05,85687
2025-01-17,1097.05,1097.05,1073.6,1082.65,1083.42,433779,224164,51.68,469963901.15,33523
2025-01-20,1096.35,1104.95,1027.75,1038.55,1046.27,894653,473601,52.94,936045647.9,63756
2025-01-21,1040,1042,982.9,992.85,1003.14,1404118,748194,53.29,1408522191.2,82401
2025-01-22,998,1005.3,966.3,976.5,983.29,1165939,525353,45.06,1146461664.8,61206
2025-01-23,968.9,988,952.3,967.95,971.36,528702,220779,41.76,513558588.15,37672
2025-01-24,968.95,969.8,906,913.6,927.86,1372098,703680,51.28,1273119765.4,93231
2025-01-27,891.5,907.8,870.25,879.1,885.58,1953783,1195969,61.21,1730221774.1,146945
2025-01-28,880,906.05,850.05,888.45,881.92,685066,277762,40.55,604170246.9,69796
2025-01-29,888.45,914.7,885.55,895.1,898.33,354699,149720,42.21,318637274.5,26020
2025-01-30,903.3,918,899.05,907.05,908.42,601028,244568,40.69,545988128.25,40560
2025-01-31,916,950.85,915.95,945.6,939.11,433132,192985,44.56,406757048.8,41024
2025-02-01,954.2,1000.75,935.45,989.8,969.33,416011,138339,33.25,403250326.55,27588
2025-02-03,989.55,989.55,948.5,962.15,961.28,718736,400867,55.77,690908032.9,48078
2025-02-04,971.8,1003.9,970.8,1001.5,994.27,554380,337191,60.82,551205444.55,38730
2025-02-05,1001.5,1027.75,996,1024.3,1019.26,527956,327395,62.01,538124178.1,50849
2025-02-06,1027.9,1036,1001.65,1030.15,1021.63,832490,354002,42.52,850495807.6,64372
2025-02-07,1030,1073,1015.55,1052.75,1056.44,1539257,676496,43.95,1626128933.15,121296
2025-02-10,1061.6,1078.9,1037.7,1073.1,1056.2,939633,481765,51.27,992443698.05,57024
2025-02-11,1072,1072.05,975.25,986.5,1003.08,1470657,802490,54.57,1475181942.85,127027
2025-02-12,970,1018.15,954,990.55,992.63,1325082,616030,46.49,1315319021.9,118280
2025-02-13,988,988,932.9,946.85,961.36,814792,402293,49.37,783310601.55,87366
2025-02-14,943.25,943.25,896.4,906.25,910.97,990856,489316,49.38,902636833.8,67932
2025-02-17,906.25,907.15,856.55,890.55,877.57,1441040,767032,53.23,1264618309.9,110815
2025-02-18,899.7,909,858.65,865.4,870.72,1225598,614315,50.12,1067157654.8,82147
2025-02-19,865.4,875.45,846.15,850.2,859.64,1044468,528275,50.58,897868037.55,77151
2025-02-20,849.95,881.85,828.25,869.35,863.49,1471392,980013,66.6,1270537577.3,105074
2025-02-21,867,889,839.6,853.1,851.79,1140129,547485,48.02,971154490.55,66312
2025-02-24,853.1,861.5,835.4,849.2,849.39,677409,364204,53.76,575384345.55,61664
2025-02-25,849.2,863,840.45,853.1,850.94,492861,284318,57.69,419392707.55,53245
2025-02-27,853.1,854.95,816.3,829.3,827.98,906731,467053,51.51,750754842.1,63474
2025-02-28,827,834.7,807.05,825.9,821.66,850137,434597,51.12,698524897.8,71108
2025-03-03,825.9,833.5,800.25,828.6,820.3,1009434,577725,57.23,828041372.75,99501
2025-03-04,812,846.7,795.25,835.05,821.18,1786489,1124755,62.96,1467029087.3,130141
2025-03-05,835.05,855.75,828,853.5,843.74,519452,220105,42.37,438283260.55,45378
2025-03-06,855.5,878.3,855.5,870.95,869.09,373878,197381,52.79,324932572.6,34310
2025-03-07,871,884.5,861.6,870.65,874.1,489152,219986,44.97,427566663.75,34380
2025-03-10,867.05,877,849.15,855.75,856.33,709953,481400,67.81,607956827.3,48615
2025-03-11,845,862.95,841.05,855.4,852.37,663649,333133,50.2,565676033.95,49332
2025-03-12,855.4,865.9,845,860.7,855.83,335936,177116,52.72,287505185.75,24813
2025-03-13,860.75,917,855.75,902.85,894.15,1796555,447953,24.93,1606397400.7,95292
2025-03-17,900,949,892.55,935.5,933.89,1729137,550571,31.84,1614827879.15,87031
2025-03-18,938.65,987,930,981.5,962.22,1107968,510599,46.08,1066111144.8,58638
2025-03-19,983,1016.9,975.9,1012.55,999.54,820190,407610,49.7,819814245.65,44960
2025-03-20,1017.95,1036,966.55,978.3,1002.64,942127,381601,40.5,944610321.65,60687
2025-03-21,970,984.75,955,974.1,968.38,828111,390530,47.16,801929368.1,56114
