date,open,high,low,close,vwap,traded_quantity,deliverable_quantity,deliverable_percentage,turnover,trades
2025-01-01,589.5,589.5,577.5,581.25,583.14,618020,219979,35.59,360394796.3,19745
2025-01-02,582,594.2,579.5,587.5,587.23,901601,363422,40.31,529447197,30335
2025-01-03,588,606.6,587,591.6,595.29,1798871,686630,38.17,1070844392.65,46748
2025-01-06,591.6,593.9,560.3,567.65,573.85,1394864,682397,48.92,800440317.55,47786
2025-01-07,562,575.9,558.25,569.8,568.18,1162220,422443,36.35,660347028,33987
2025-01-08,571,579.95,559.3,572.4,568.1,854665,370304,43.33,485533126.35,27275
2025-01-09,570.85,585.95,567,579.05,579.02,1323737,476525,36,766467636.45,37291
2025-01-10,578,578,555.1,575.1,567.65,1202128,462437,38.47,682390650.35,40764
2025-01-13,568.8,570.05,539.2,546.6,554.52,1303239,637988,48.95,722668913.85,50908
2025-01-14,555,566.95,532.05,546.05,546.02,1508655,282381,18.72,823750376.45,47480
2025-01-15,550,558.5,536,540.05,548.8,692376,207139,29.92,379972557.4,24220
2025-01-16,544.85,553.25,542,543.3,546.86,381042,139832,36.7,208378023.4,12346
2025-01-17,544.7,548.95,533.35,536.15,540.46,381826,151964,39.8,206363027.45,15930
2025-01-20,537,551.95,530.1,540.15,540.35,676106,153424,22.69,365331941.5,25389
2025-01-21,538,545.75,526,529.2,535.55,366996,148364,40.43,196544964.5,18127
2025-01-22,529,536,515.7,531.2,524.96,858888,308937,35.97,450882548.05,35072
2025-01-23,528,539.2,522.55,532.4,533.38,255290,117160,45.89,136167032.1,11609
2025-01-24,532.75,538.15,505.95,514.05,519.47,510915,214536,41.99,265404294.05,22710
2025-01-27,505,507.95,479,482.1,486.91,707053,311132,44,344271064.2,36704
2025-01-28,483.6,487.35,444,461.65,460.05,1436413,517284,36.01,660828465.65,68483
2025-01-29,465,487.3,458.05,482.8,478.51,625342,223710,35.77,299232273.05,30702
2025-01-30,484.5,494.95,480.65,485.15,486.48,542915,227474,41.9,264117017.65,23429
2025-01-31,488,496.25,484.5,493.7,491.58,433475,202858,46.8,213086741.65,22635
2025-02-01,497.45,503.7,480.05,495.6,493.02,431237,141579,32.83,212610404.5,24285
2025-02-03,485,495.55,475.85,482.3,482.06,405053,154864,38.23,195258308.1,28294
2025-02-04,490,496.95,483.9,489.45,488.74,373712,168989,45.22,182648944.85,20659
2025-02-05,496.6,515.75,492.85,512.75,508.16,849201,259087,30.51,431529800.3,35640
2025-02-06,515.15,516.45,497.25,501.6,503.88,351516,184749,52.56,177121615.4,19034
2025-02-07,502,503,490.35,493.3,495.39,345408,121046,35.04,171110965.4,19860
2025-02-10,492.5,494.35,473,475.35,480.9,451635,203019,44.95,217189106.75,23088
2025-02-11,475,476,442.25,449.75,453.32,758656,384215,50.64,343911216.3,45357
2025-02-12,440,448.45,419.05,434.15,432.8,1303897,632968,48.54,564323268.1,79294
2025-02-13,437,452.6,432.35,439.15,442.89,567886,234078,41.22,251511089.45,34490
2025-02-14,440.95,443,404.55,413.7,416.59,1185198,545616,46.04,493745067.85,55785
2025-02-17,413.5,422.1,399.05,417.4,413.62,1044443,385523,36.91,432003778,58036
2025-02-18,416.35,421.35,397.15,414.65,408.66,1117898,489119,43.75,456842037.05,47407
2025-02-19,415,449.2,411,441.25,439.28,1573385,348166,22.13,691162712.9,65535
2025-02-20,440,455.8,436.35,448.4,447.49,697401,209441,30.03,312079268.25,32892
2025-02-21,448.4,459.3,441,456.95,452.95,628343,291432,46.38,284606771.6,27897
2025-02-24,436,453.7,436,446.7,446.57,621263,237570,38.24,277436417.6,27266
2025-02-25,448,456.35,432,434.15,443.44,472552,211073,44.67,209549839.75,22389
2025-02-27,434.95,437.2,418.05,421.8,425.52,382163,176607,46.21,162617678,25884
2025-02-28,420,421,402.05,408.25,408.04,1152889,559512,48.53,470424330.9,42098
2025-03-03,405,412.45,384.6,398.6,396.07,1339413,630579,47.08,530500577.8,62905
