date,trade_count,capital_start,allocation_per_stock,zero_quantity_count,total_pnl,capital_end
2025-05-12,10,10976864.77,1097686.48,0,-154978.47,10821886.30
2025-05-13,9,10821886.30,1202431.81,0,87523.48,10909409.78
2025-05-14,9,10909409.78,1212156.64,0,132349.19,11041758.97
2025-05-15,10,11041758.97,1104175.90,0,5249.08,11047008.05
2025-05-16,10,11047008.05,1104700.80,0,52911.74,11099919.79
2025-05-19,10,11099919.79,1109991.98,0,-4258.37,11095661.42
2025-05-20,8,11095661.42,1386957.68,0,71643.61,11167305.03
2025-05-21,10,11167305.03,1116730.50,0,103268.99,11270574.02
2025-05-22,9,11270574.02,1252286.00,0,-19832.98,11250741.04
2025-05-23,7,11250741.04,1607248.72,0,-4481.12,11246259.92
2025-05-26,9,11246259.92,1249584.44,0,-103315.10,11142944.82
2025-05-27,10,11142944.82,1114294.48,0,40740.85,11183685.67
2025-05-28,10,11183685.67,1118368.57,0,-14822.82,11168862.85
2025-05-29,10,11168862.85,1116886.28,0,-39529.33,11129333.52
2025-05-30,10,11129333.52,1112933.35,0,-71951.35,11057382.17
2025-06-02,9,11057382.17,1228598.02,0,45651.43,11103033.60
2025-06-03,9,11103033.60,1233670.40,0,85982.48,11189016.08
2025-06-04,9,11189016.08,1243224.01,0,29796.02,11218812.10
2025-06-05,10,11218812.10,1121881.21,0,94433.06,11313245.16
2025-06-06,9,11313245.16,1257027.24,0,2161.69,11315406.85
2025-06-09,9,11315406.85,1257267.43,0,-29095.87,11286310.98
2025-06-10,9,11286310.98,1254034.55,0,-99545.30,11186765.68
2025-06-11,10,11186765.68,1118676.57,0,-51106.66,11135659.02
2025-06-12,9,11135659.02,1237295.45,0,-26246.73,11109412.29
2025-06-13,10,11109412.29,1110941.23,0,206810.83,11316223.12
2025-06-16,10,11316223.12,1131622.31,0,81827.81,11398050.93
2025-06-17,10,11398050.93,1139805.09,0,101527.74,11499578.67
2025-06-18,9,11499578.67,1277730.96,0,92229.27,11591807.94
2025-06-19,10,11591807.94,1159180.79,0,-42514.75,11549293.19
2025-06-20,10,11549293.19,1154929.32,0,216902.33,11766195.52
2025-06-23,9,11766195.52,1307355.06,0,115417.02,11881612.54
2025-06-24,10,11881612.54,1188161.25,0,23860.19,11905472.73
2025-06-25,10,11905472.73,1190547.27,0,-35043.16,11870429.57
2025-06-26,10,11870429.57,1187042.96,0,70037.31,11940466.88
2025-06-27,9,11940466.88,1326718.54,0,73405.71,12013872.59
2025-06-30,9,12013872.59,1334874.73,0,51805.75,12065678.34
2025-07-01,9,12065678.34,1340630.93,0,-6129.13,12059549.21
2025-07-02,10,12059549.21,1205954.92,0,-61178.47,11998370.74
2025-07-03,9,11998370.74,1333152.30,0,-57670.36,11940700.38
2025-07-04,10,11940700.38,1194070.04,0,7419.19,11948119.57
2025-07-07,10,11948119.57,1194811.96,0,47065.20,11995184.77
2025-07-08,7,11995184.77,1713597.82,0,12945.32,12008130.09
2025-07-09,8,12008130.09,1501016.26,0,-15334.80,11992795.29
2025-07-10,9,11992795.29,1332532.81,0,48858.76,12041654.05
2025-07-11,10,12041654.05,1204165.40,0,67577.29,12109231.34
2025-07-14,10,12109231.34,1210923.13,0,-16492.69,12092738.65
2025-07-15,5,12092738.65,2418547.73,0,-185243.30,11907495.35
2025-07-16,9,11907495.35,1323055.04,0,-8796.90,11898698.45
2025-07-17,10,11898698.45,1189869.84,0,90369.98,11989068.43
2025-07-18,10,11989068.43,1198906.84,0,66621.97,12055690.40
2025-07-21,9,12055690.40,1339521.16,0,127270.09,12182960.49
2025-07-22,6,12182960.49,2030493.41,0,119549.54,12302510.03
2025-07-23,10,12302510.03,1230251.00,0,-77734.74,12224775.29
2025-07-24,10,12224775.29,1222477.53,0,27989.64,12252764.93
2025-07-25,10,12252764.93,1225276.49,0,-257022.02,11995742.91
2025-07-28,10,11995742.91,1199574.29,0,133926.62,12129669.53
2025-07-29,10,12129669.53,1212966.95,0,140376.57,12270046.10
2025-07-30,10,12270046.10,1227004.61,0,-8368.21,12261677.89
2025-07-31,9,12261677.89,1362408.65,0,69958.84,12331636.73
2025-08-01,10,12331636.73,1233163.67,0,-43786.58,12287850.15
2025-08-04,10,12287850.15,1228785.01,0,86077.88,12373928.03
2025-08-05,10,12373928.03,1237392.80,0,-44752.85,12329175.18
2025-08-06,10,12329175.18,1232917.52,0,44621.23,12373796.41
2025-08-07,9,12373796.41,1374866.27,0,-27589.17,12346207.24
2025-08-08,9,12346207.24,1371800.80,0,60283.53,12406490.77
2025-08-11,10,12406490.77,1240649.08,0,-124025.01,12282465.76
2025-08-12,9,12282465.76,1364718.42,0,-2221.15,12280244.61
2025-08-13,10,12280244.61,1228024.46,0,29974.54,12310219.15
2025-08-14,10,12310219.15,1231021.91,0,-11340.42,12298878.73
2025-08-18,10,12298878.73,1229887.87,0,-32777.02,12266101.71
2025-08-19,10,12266101.71,1226610.17,0,-12939.38,12253162.33
2025-08-20,9,12253162.33,1361462.48,0,50249.26,12303411.59
2025-08-21,9,12303411.59,1367045.73,0,48446.71,12351858.30
2025-08-22,9,12351858.30,1372428.70,0,-3016.16,12348842.14
2025-08-25,7,12348842.14,1764120.31,0,37277.81,12386119.95
2025-08-26,9,12386119.95,1376235.55,0,-9258.56,12376861.39
2025-08-28,10,12376861.39,1237686.14,0,-56420.50,12320440.89
2025-08-29,8,12320440.89,1540055.11,0,48186.49,12368627.38
2025-09-01,9,12368627.38,1374291.93,0,154291.45,12522918.83
2025-09-02,9,12522918.83,1391435.43,0,44007.93,12566926.76
2025-09-03,9,12566926.76,1396325.20,0,-38144.71,12528782.05
2025-09-04,10,12528782.05,1252878.20,0,-934.30,12527847.75
2025-09-05,10,12527847.75,1252784.77,0,9223.05,12537070.80
2025-09-08,8,12537070.80,1567133.85,0,4473.94,12541544.74
2025-09-09,8,12541544.74,1567693.09,0,136557.55,12678102.29
2025-09-10,8,12678102.29,1584762.79,0,80897.72,12759000.01
2025-09-11,8,12759000.01,1594875.00,0,87039.16,12846039.17
2025-09-12,10,12846039.17,1284603.92,0,45764.46,12891803.63
2025-09-15,9,12891803.63,1432422.63,0,-9869.45,12881934.18
2025-09-16,9,12881934.18,1431326.02,0,77813.30,12959747.48
2025-09-17,9,12959747.48,1439971.94,0,-112946.03,12846801.45
2025-09-18,8,12846801.45,1605850.18,0,-109463.19,12737338.26
2025-09-19,9,12737338.26,1415259.81,0,74798.03,12812136.29
2025-09-22,9,12812136.29,1423570.70,0,45911.17,12858047.46
2025-09-23,9,12858047.46,1428671.94,0,61637.15,12919684.61
2025-09-24,8,12919684.61,1614960.58,0,-162207.52,12757477.09
2025-09-25,9,12757477.09,1417497.45,0,-8137.50,12749339.59
2025-09-26,10,12749339.59,1274933.96,0,-42054.59,12707285.00
2025-09-29,10,12707285.00,1270728.50,0,37622.52,12744907.52
2025-09-30,10,12744907.52,1274490.75,0,261879.34,13006786.86
2025-10-01,8,13006786.86,1625848.36,0,-132254.76,12874532.10
2025-10-03,8,12874532.10,1609316.51,0,16698.95,12891231.05
2025-10-06,10,12891231.05,1289123.10,0,-21974.91,12869256.14
2025-10-07,8,12869256.14,1608657.02,0,-93686.86,12775569.28
2025-10-08,10,12775569.28,1277556.93,0,5750.04,12781319.32
2025-10-09,10,12781319.32,1278131.93,0,-169833.21,12611486.11
2025-10-10,10,12611486.11,1261148.61,0,71982.60,12683468.71
2025-10-13,10,12683468.71,1268346.87,0,90071.81,12773540.52
2025-10-14,10,12773540.52,1277354.05,0,-20879.50,12752661.02
2025-10-15,9,12752661.02,1416962.34,0,-46449.78,12706211.24
2025-10-16,10,12706211.24,1270621.12,0,-75970.56,12630240.68
2025-10-17,9,12630240.68,1403360.08,0,-112853.35,12517387.33
2025-10-20,9,12517387.33,1390820.81,0,52148.03,12569535.36
2025-10-21,10,12569535.36,1256953.54,0,28422.48,12597957.84
2025-10-23,10,12597957.84,1259795.78,0,39064.03,12637021.87
2025-10-24,9,12637021.87,1404113.54,0,13184.38,12650206.25
2025-10-27,9,12650206.25,1405578.47,0,28461.05,12678667.30
2025-10-28,10,12678667.30,1267866.73,0,62652.78,12741320.08
2025-10-29,9,12741320.08,1415702.23,0,45972.36,12787292.44
2025-10-30,10,12787292.44,1278729.24,0,-41725.46,12745566.98
2025-10-31,9,12745566.98,1416174.11,0,5954.76,12751521.74
2025-11-03,9,12751521.74,1416835.75,0,4790.46,12756312.20
2025-11-04,8,12756312.20,1594539.02,0,-47414.08,12708898.12
2025-11-06,8,12708898.12,1588612.26,0,-68525.89,12640372.23
2025-11-07,10,12640372.23,1264037.22,0,22075.97,12662448.20
2025-11-10,10,12662448.20,1266244.82,0,48326.86,12710775.06
2025-11-11,10,12710775.06,1271077.51,0,167380.93,12878155.99
2025-11-12,10,12878155.99,1287815.60,0,-27544.48,12850611.51
2025-11-13,8,12850611.51,1606326.44,0,34970.62,12885582.13
2025-11-14,9,12885582.13,1431731.35,0,57945.62,12943527.75
2025-11-17,9,12943527.75,1438169.75,0,153726.51,13097254.26
2025-11-18,10,13097254.26,1309725.43,0,-83354.23,13013900.03
2025-11-19,9,13013900.03,1445988.89,0,-137916.04,12875983.99
2025-11-20,10,12875983.99,1287598.40,0,-35336.19,12840647.80
2025-11-21,9,12840647.80,1426738.64,0,-100000.26,12740647.54
2025-11-24,9,12740647.54,1415627.50,0,-56480.38,12684167.16
2025-11-25,7,12684167.16,1812023.88,0,88781.30,12772948.46
2025-11-26,10,12772948.46,1277294.85,0,-144855.29,12628093.17
2025-11-27,10,12628093.17,1262809.32,0,41002.62,12669095.79
2025-11-28,9,12669095.79,1407677.31,0,11614.10,12680709.89
2025-12-01,6,12680709.89,2113451.65,0,108778.03,12789487.92
2025-12-02,10,12789487.92,1278948.79,0,-86374.82,12703113.10
2025-12-03,9,12703113.10,1411457.01,0,92594.80,12795707.90
2025-12-04,8,12795707.90,1599463.49,0,29436.17,12825144.07
2025-12-05,10,12825144.07,1282514.41,0,-37699.32,12787444.75
2025-12-08,10,12787444.75,1278744.47,0,-86928.15,12700516.60
2025-12-09,10,12700516.60,1270051.66,0,75398.28,12775914.88
2025-12-10,9,12775914.88,1419546.10,0,111038.06,12886952.94
2025-12-11,10,12886952.94,1288695.29,0,25247.08,12912200.02
2025-12-12,9,12912200.02,1434688.89,0,-63475.39,12848724.63
2025-12-15,9,12848724.63,1427636.07,0,10673.50,12859398.13
2025-12-16,10,12859398.13,1285939.81,0,93078.30,12952476.43
2025-12-17,9,12952476.43,1439164.05,0,-31728.56,12920747.87
2025-12-18,9,12920747.87,1435638.65,0,51720.08,12972467.95
2025-12-19,10,12972467.95,1297246.79,0,-104962.91,12867505.04
2025-12-22,9,12867505.04,1429722.78,0,27300.85,12894805.89
2025-12-23,10,12894805.89,1289480.59,0,7538.55,12902344.44
2025-12-24,9,12902344.44,1433593.83,0,57864.05,12960208.49
2025-12-26,9,12960208.49,1440023.17,0,68615.71,13028824.20
2025-12-29,7,13028824.20,1861260.60,0,60557.66,13089381.86
2025-12-30,10,13089381.86,1308938.19,0,40315.71,13129697.57
2025-12-31,8,13129697.57,1641212.20,0,-141738.00,12987959.57
2026-01-01,9,12987959.57,1443106.62,0,56247.54,13044207.11
2026-01-02,10,13044207.11,1304420.71,0,-22457.94,13021749.17
2026-01-05,8,13021749.17,1627718.65,0,90463.25,13112212.42
2026-01-06,9,13112212.42,1456912.49,0,39238.19,13151450.61
2026-01-07,9,13151450.61,1461272.29,0,40839.00,13192289.61
2026-01-08,9,13192289.61,1465809.96,0,111095.47,13303385.08
2026-01-09,10,13303385.08,1330338.51,0,-172738.96,13130646.12
2026-01-12,8,13130646.12,1641330.76,0,-76220.54,13054425.58
2026-01-13,10,13054425.58,1305442.56,0,71424.63,13125850.21
2026-01-14,8,13125850.21,1640731.28,0,72972.92,13198823.13
2026-01-16,9,13198823.13,1466535.90,0,34274.60,13233097.73
2026-01-19,10,13233097.73,1323309.77,0,-160412.20,13072685.53
2026-01-20,10,13072685.53,1307268.55,0,-84189.12,12988496.41
2026-01-21,10,12988496.41,1298849.64,0,26796.98,13015293.39
2026-01-22,10,13015293.39,1301529.34,0,57844.16,13073137.55
2026-01-23,10,13073137.55,1307313.75,0,52108.28,13125245.83
2026-01-27,9,13125245.83,1458360.65,0,-126924.77,12998321.06
2026-01-28,10,12998321.06,1299832.11,0,-191761.40,12806559.66
2026-01-29,8,12806559.66,1600819.96,0,-53238.44,12753321.22
2026-01-30,9,12753321.22,1417035.69,0,-27134.11,12726187.11
2026-02-01,10,12726187.11,1272618.71,0,10675.11,12736862.22
2026-02-02,10,12736862.22,1273686.22,0,108344.78,12845207.00
2026-02-03,10,12845207.00,1284520.70,0,21883.40,12867090.40
2026-02-04,10,12867090.40,1286709.04,0,98183.24,12965273.64
2026-02-05,9,12965273.64,1440585.96,0,24003.94,12989277.58
2026-02-06,9,12989277.58,1443253.06,0,-58757.88,12930519.70
2026-02-09,8,12930519.70,1616314.96,0,-135652.89,12794866.81
2026-02-10,10,12794866.81,1279486.68,0,41345.45,12836212.26
2026-02-11,10,12836212.26,1283621.23,0,35126.86,12871339.12
2026-02-12,9,12871339.12,1430148.79,0,17895.98,12889235.10
2026-02-13,10,12889235.10,1288923.51,0,-7388.01,12881847.09
2026-02-16,9,12881847.09,1431316.34,0,-18600.42,12863246.67
2026-02-17,9,12863246.67,1429249.63,0,-2592.97,12860653.70
2026-02-18,9,12860653.70,1428961.52,0,59908.83,12920562.53
2026-02-19,10,12920562.53,1292056.25,0,35651.71,12956214.24
2026-02-20,9,12956214.24,1439579.36,0,97671.23,13053885.47
2026-02-23,9,13053885.47,1450431.72,0,152964.62,13206850.09
2026-02-24,10,13206850.09,1320685.01,0,32541.13,13239391.22
2026-02-25,10,13239391.22,1323939.12,0,75537.10,13314928.32
2026-02-26,10,13314928.32,1331492.83,0,13503.66,13328431.98
2026-02-27,8,13328431.98,1666054.00,0,28087.33,13356519.31
2026-03-02,10,13356519.31,1335651.93,0,115111.68,13471630.99
2026-03-04,10,13471630.99,1347163.10,0,-16828.90,13454802.09
2026-03-05,10,13454802.09,1345480.21,0,-76373.83,13378428.26
2026-03-06,9,13378428.26,1486492.03,0,24051.63,13402479.89
2026-03-09,10,13402479.89,1340247.99,0,45907.58,13448387.47
2026-03-10,10,13448387.47,1344838.75,0,124249.30,13572636.77
2026-03-11,7,13572636.77,1938948.11,0,3401.37,13576038.14
2026-03-12,9,13576038.14,1508448.68,0,53447.54,13629485.68
2026-03-13,8,13629485.68,1703685.71,0,-22194.04,13607291.64
2026-03-16,10,13607291.64,1360729.16,0,39631.01,13646922.65
2026-03-17,9,13646922.65,1516324.74,0,45794.13,13692716.78
2026-03-18,10,13692716.78,1369271.68,0,-36103.77,13656613.01
2026-03-19,10,13656613.01,1365661.30,0,14464.01,13671077.02
2026-03-20,10,13671077.02,1367107.70,0,28152.24,13699229.26
2026-03-23,10,13699229.26,1369922.93,0,-102104.33,13597124.93
2026-03-24,10,13597124.93,1359712.49,0,188284.62,13785409.55
2026-03-25,10,13785409.55,1378540.95,0,-122036.14,13663373.41
2026-03-27,10,13663373.41,1366337.34,0,46993.55,13710366.96
2026-03-30,10,13710366.96,1371036.70,0,128854.48,13839221.44
2026-04-01,10,13839221.44,1383922.14,0,12517.49,13851738.93
2026-04-02,10,13851738.93,1385173.89,0,125702.25,13977441.18
2026-04-06,10,13977441.18,1397744.12,0,100093.45,14077534.63
2026-04-07,9,14077534.63,1564170.51,0,87161.84,14164696.47
2026-04-08,10,14164696.47,1416469.65,0,156987.49,14321683.96
2026-04-09,10,14321683.96,1432168.40,0,72378.00,14394061.96
2026-04-10,9,14394061.96,1599340.22,0,10967.33,14405029.29
2026-04-13,10,14405029.29,1440502.93,0,99875.27,14504904.56
2026-04-15,10,14504904.56,1450490.46,0,-8674.50,14496230.06
2026-04-16,9,14496230.06,1610692.23,0,43724.01,14539954.07
2026-04-17,7,14539954.07,2077136.30,0,72378.17,14612332.24
2026-04-20,8,14612332.24,1826541.53,0,-183856.87,14428475.37
2026-04-21,10,14428475.37,1442847.54,0,3487.79,14431963.16
2026-04-22,10,14431963.16,1443196.32,0,7836.88,14439800.04
2026-04-23,10,14439800.04,1443980.00,0,1231.24,14441031.28
2026-04-24,10,14441031.28,1444103.13,0,44170.26,14485201.54
2026-04-27,7,14485201.54,2069314.51,0,70388.12,14555589.66
2026-04-28,9,14555589.66,1617287.74,0,101534.41,14657124.07
2026-04-29,10,14657124.07,1465712.41,0,-85169.27,14571954.80
2026-04-30,10,14571954.80,1457195.48,0,68257.29,14640212.09
2026-05-04,10,14640212.09,1464021.21,0,-85379.85,14554832.24
2026-05-05,10,14554832.24,1455483.22,0,-6399.04,14548433.20
2026-05-06,10,14548433.20,1454843.32,0,-10195.73,14538237.47
2026-05-07,10,14538237.47,1453823.75,0,19681.00,14557918.47
2026-05-08,9,14557918.47,1617546.50,0,88829.33,14646747.80
2026-05-11,10,14646747.80,1464674.78,0,-66311.18,14580436.62
2026-05-12,9,14580436.62,1620048.51,0,10205.85,14590642.47
2026-05-13,10,14590642.47,1459064.25,0,89058.49,14679700.96
2026-05-14,10,14679700.96,1467970.10,0,60867.86,14740568.82
2026-05-15,8,14740568.82,1842571.10,0,-85052.91,14655515.91
2026-05-18,10,14655515.91,1465551.59,0,-125177.58,14530338.33
2026-05-19,9,14530338.33,1614482.04,0,-137465.12,14392873.21
2026-05-20,10,14392873.21,1439287.32,0,105934.99,14498808.20
2026-05-21,10,14498808.20,1449880.82,0,-122002.76,14376805.44
2026-05-22,10,14376805.44,1437680.54,0,18208.85,14395014.29
2026-05-25,9,14395014.29,1599446.03,0,-34976.67,14360037.62
2026-05-26,10,14360037.62,1436003.76,0,-130159.67,14229877.95
2026-05-27,8,14229877.95,1778734.74,0,17339.91,14247217.86
2026-05-29,9,14247217.86,1583024.21,0,104088.11,14351305.97
2026-06-01,10,14351305.97,1435130.60,0,-266285.63,14085020.34
2026-06-02,10,14085020.34,1408502.03,0,134413.03,14219433.37
2026-06-03,10,14219433.37,1421943.34,0,151272.05,14370705.42
2026-06-04,10,14370705.42,1437070.54,0,-26579.09,14344126.33
2026-06-05,9,14344126.33,1593791.81,0,136689.85,14480816.18
2026-06-08,10,14480816.18,1448081.62,0,58663.88,14539480.06
2026-06-09,10,14539480.06,1453948.01,0,80001.95,14619482.01
2026-06-10,10,14619482.01,1461948.20,0,-25505.84,14593976.17
2026-06-11,9,14593976.17,1621552.91,0,75572.19,14669548.36
2026-06-12,9,14669548.36,1629949.82,0,-103109.54,14566438.82
2026-06-15,10,14566438.82,1456643.88,0,-23194.11,14543244.71
2026-06-16,9,14543244.71,1615916.08,0,48359.79,14591604.50
2026-06-17,7,14591604.50,2084514.93,0,135974.66,14727579.16
2026-06-18,8,14727579.16,1840947.39,0,-216481.74,14511097.42
2026-06-19,10,14511097.42,1451109.74,0,-77387.12,14433710.30
2026-06-22,10,14433710.30,1443371.03,0,-60588.93,14373121.37
2026-06-23,8,14373121.37,1796640.17,0,79188.07,14452309.44
2026-06-24,9,14452309.44,1605812.16,0,-49419.35,14402890.09
2026-06-25,10,14402890.09,1440289.01,0,97567.72,14500457.81
2026-06-29,10,14500457.81,1450045.78,0,-153063.15,14347394.66
2026-06-30,10,14347394.66,1434739.47,0,-94139.02,14253255.64
2026-07-01,9,14253255.64,1583695.07,0,-18938.40,14234317.24
2026-07-02,10,14234317.24,1423431.72,0,-35538.80,14198778.44
2026-07-03,10,14198778.44,1419877.84,0,78345.26,14277123.70
2026-07-06,8,14277123.70,1784640.46,0,88280.57,14365404.27
2026-07-07,9,14365404.27,1596156.03,0,-78295.17,14287109.10
2026-07-08,9,14287109.10,1587456.57,0,61767.70,14348876.80
2026-07-09,8,14348876.80,1793609.60,0,120965.39,14469842.19
2026-07-10,8,14469842.19,1808730.27,0,-99658.14,14370184.05
2026-07-13,10,14370184.05,1437018.40,0,1686.22,14371870.27
2026-07-14,10,14371870.27,1437187.03,0,-7105.87,14364764.40
2026-07-15,10,14364764.40,1436476.44,0,-117794.62,14246969.78
2026-07-16,8,14246969.78,1780871.22,0,69054.75,14316024.53
2026-07-17,9,14316024.53,1590669.39,0,75775.35,14391799.88
2026-07-20,8,14391799.88,1798974.98,0,27825.82,14419625.70
2026-07-21,8,14419625.70,1802453.21,0,108722.84,14528348.54
2026-07-22,9,14528348.54,1614260.95,0,34355.52,14562704.06
2026-07-23,9,14562704.06,1618078.23,0,27715.40,14590419.46
2026-07-24,10,14590419.46,1459041.95,0,22256.42,14612675.88
2026-07-27,9,14612675.88,1623630.65,0,65081.48,14677757.36
2026-07-28,10,14677757.36,1467775.74,0,-85501.22,14592256.14
2026-07-29,9,14592256.14,1621361.79,0,9317.15,14601573.29
2026-07-30,10,14601573.29,1460157.33,0,106008.92,14707582.21
2026-07-31,10,14707582.21,1470758.22,0,-18402.29,14689179.92
2026-08-03,10,14689179.92,1468917.99,0,88781.97,14777961.89
2026-08-04,10,14777961.89,1477796.19,0,89716.92,14867678.81
2026-08-05,9,14867678.81,1651964.31,0,-51282.84,14816395.97
2026-08-06,8,14816395.97,1852049.50,0,-65525.44,14750870.53
2026-08-07,9,14750870.53,1638985.61,0,-7173.63,14743696.90
2026-08-10,8,14743696.90,1842962.11,0,-86208.83,14657488.07
2026-08-11,8,14657488.07,1832186.01,0,11654.92,14669142.99
2026-08-12,9,14669142.99,1629904.78,0,63400.25,14732543.24
2026-08-13,8,14732543.24,1841567.90,0,69420.37,14801963.61
2026-08-14,10,14801963.61,1480196.36,0,147533.67,14949497.28
2026-08-17,10,14949497.28,1494949.73,0,37373.28,14986870.56
2026-08-18,9,14986870.56,1665207.84,0,61915.62,15048786.18
2026-08-19,9,15048786.18,1672087.35,0,-16659.48,15032126.70
2026-08-20,7,15032126.70,2147446.67,0,92626.64,15124753.34
2026-08-21,8,15124753.34,1890594.17,0,5851.75,15130605.09
2026-08-24,8,15130605.09,1891325.64,0,6457.81,15137062.90
2026-08-25,6,15137062.90,2522843.82,0,-140245.02,14996817.88
2026-08-26,10,14996817.88,1499681.79,0,94929.43,15091747.31
2026-08-27,8,15091747.31,1886468.41,0,-31628.88,15060118.43
2026-08-28,8,15060118.43,1882514.80,0,95892.76,15156011.19
2026-08-31,8,15156011.19,1894501.40,0,-154975.78,15001035.41
2026-09-01,10,15001035.41,1500103.54,0,72838.99,15073874.40
2026-09-02,10,15073874.40,1507387.44,0,97192.39,15171066.79
2026-09-03,10,15171066.79,1517106.68,0,67388.59,15238455.38
2026-09-04,9,15238455.38,1693161.71,0,106360.29,15344815.67
2026-09-07,9,15344815.67,1704979.52,0,-31930.98,15312884.69
2026-09-08,9,15312884.69,1701431.63,0,-72570.55,15240314.14
2026-09-09,8,15240314.14,1905039.27,0,98699.35,15339013.49
2026-09-10,9,15339013.49,1704334.83,0,39723.28,15378736.77
2026-09-11,9,15378736.77,1708748.53,0,146153.06,15524889.83
2026-09-15,9,15524889.83,1724987.76,0,-65735.92,15459153.91
2026-09-16,10,15459153.91,1545915.39,0,30994.07,15490147.98
