symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CONCORDBIO,1371.00,1384.40,1354.60,1369.70,1370.97,SKIP,,,,,,
EMCURE,1409.40,1469.00,1408.00,1437.70,1406.85,SHORT,1409.40,1406.85,1437.70,false,-28.30,-2.01
NUVOCO,340.45,346.45,335.70,346.25,334.42,SHORT,340.45,334.42,346.25,false,-5.80,-1.70
JSWDULUX,3549.80,3624.90,3532.00,3610.00,3564.17,LONG,3549.80,3564.17,3564.17,true,14.37,0.40
SPLPETRO,660.00,663.95,652.55,654.65,661.17,LONG,660.00,661.17,661.17,true,1.17,0.18
SHYAMMETL,796.55,803.20,796.40,801.25,794.46,SHORT,796.55,794.46,801.25,false,-4.70,-0.59
CAPLIPOINT,1952.00,1975.90,1940.00,1966.50,1937.08,SHORT,1952.00,1937.08,1966.50,false,-14.50,-0.74
JAINREC,380.35,387.60,378.00,382.65,383.51,LONG,380.35,383.51,383.51,true,3.16,0.83
IPCALAB,1478.30,1487.90,1458.90,1463.50,1462.94,SHORT,1478.30,1462.94,1462.94,true,15.36,1.04
ZFCVINDIA,2396.00,2399.00,2342.00,2352.00,14241.98,LONG,2396.00,14241.98,2352.00,false,-44.00,-1.84
