symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
KPRMILL,915.00,918.00,908.00,914.15,909.60,SHORT,915.00,909.60,909.60,true,5.40,0.59
HSCL,485.05,486.65,477.40,480.80,488.94,LONG,485.05,488.94,480.80,false,-4.25,-0.88
UNOMINDA,1216.00,1238.00,1194.00,1230.90,1209.06,SHORT,1216.00,1209.06,1209.06,true,6.94,0.57
PGEL,621.70,631.70,619.00,625.00,619.79,SHORT,621.70,619.79,619.79,true,1.91,0.31
GLAND,1854.90,1874.70,1827.20,1865.20,1830.29,SHORT,1854.90,1830.29,1830.29,true,24.61,1.33
HONASA,305.45,309.60,304.35,307.55,304.75,SHORT,305.45,304.75,304.75,true,0.70,0.23
PAGEIND,32725.00,32795.00,32180.00,32255.00,32945.62,LONG,32725.00,32945.62,32255.00,false,-470.00,-1.44
AIIL,491.00,493.45,486.85,490.35,493.96,LONG,491.00,493.96,490.35,false,-0.65,-0.13
ASHOKLEY,211.65,212.89,210.32,211.88,211.35,SHORT,211.65,211.35,211.35,true,0.30,0.14
MEESHO,158.61,160.23,157.23,160.13,158.18,SHORT,158.61,158.18,158.18,true,0.43,0.27
