symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MEESHO,189.75,190.88,187.55,188.05,191.82,LONG,189.75,191.82,188.05,false,-1.70,-0.90
AAVAS,1495.00,1495.10,1439.90,1447.70,1508.21,LONG,1495.00,1508.21,1447.70,false,-47.30,-3.16
NUVOCO,341.95,358.80,334.00,343.00,318.28,SHORT,341.95,318.28,343.00,false,-1.05,-0.31
ELGIEQUIP,568.00,578.45,565.40,578.10,573.62,LONG,568.00,573.62,573.62,true,5.62,0.99
SOBHA,1505.00,1515.00,1478.00,1492.00,1523.51,LONG,1505.00,1523.51,1492.00,false,-13.00,-0.86
EMMVEE,337.95,347.30,333.00,334.65,339.54,LONG,337.95,339.54,339.54,true,1.59,0.47
TRITURBINE,616.65,616.65,597.20,606.05,615.85,SHORT,616.65,615.85,615.85,true,0.80,0.13
SONACOMS,674.00,674.00,660.10,666.95,668.80,SHORT,674.00,668.80,668.80,true,5.20,0.77
CONCORDBIO,1351.00,1351.00,1315.00,1326.70,1332.85,SHORT,1351.00,1332.85,1332.85,true,18.15,1.34
INDGN,516.00,520.00,505.55,506.80,510.68,SHORT,516.00,510.68,510.68,true,5.32,1.03
