symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MMTC,71.60,71.60,69.69,70.28,71.22,SHORT,71.60,71.22,71.22,true,0.38,0.53
ONESOURCE,2000.00,2019.80,1956.00,1998.30,2049.24,LONG,2000.00,2049.24,1998.30,false,-1.70,-0.09
MCX,1787.00,1815.00,1787.00,1801.00,8987.03,LONG,1787.00,8987.03,1801.00,false,14.00,0.78
ESCORTS,3346.20,3400.00,3346.20,3367.40,3372.34,LONG,3346.20,3372.34,3372.34,true,26.14,0.78
VMM,132.45,133.97,129.25,129.35,132.31,SHORT,132.45,132.31,132.31,true,0.14,0.11
ELECON,651.00,652.40,640.30,641.80,650.77,SKIP,,,,,,
EMCURE,1272.10,1290.00,1251.20,1282.70,1276.99,LONG,1272.10,1276.99,1276.99,true,4.89,0.38
ZENTEC,1957.90,1962.00,1922.50,1926.00,1953.16,SHORT,1957.90,1953.16,1953.16,true,4.74,0.24
ACMESOLAR,250.09,251.00,248.11,249.91,248.61,SHORT,250.09,248.61,248.61,true,1.48,0.59
CGPOWER,668.60,676.80,664.05,667.85,670.03,LONG,668.60,670.03,670.03,true,1.43,0.21
