symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GALLANTT,326.75,333.95,310.00,317.90,345.59,LONG,326.75,345.59,317.90,false,-8.85,-2.71
COHANCE,1117.45,1117.45,1077.50,1085.00,1127.89,LONG,1117.45,1127.89,1085.00,false,-32.45,-2.90
MINDACORP,558.25,558.25,525.05,536.80,558.94,LONG,558.25,558.94,536.80,false,-21.45,-3.84
PPLPHARMA,220.80,221.30,203.00,204.40,221.37,LONG,220.80,221.37,204.40,false,-16.40,-7.43
SAPPHIRE,313.00,315.60,302.00,303.10,311.55,SHORT,313.00,311.55,311.55,true,1.45,0.46
TBOTEK,1638.00,1660.60,1582.00,1651.80,1644.27,LONG,1638.00,1644.27,1644.27,true,6.27,0.38
REDINGTON,236.80,237.15,223.50,225.25,239.40,LONG,236.80,239.40,225.25,false,-11.55,-4.88
BLUEDART,6570.00,6767.00,6270.00,6347.20,6678.62,LONG,6570.00,6678.62,6678.62,true,108.62,1.65
CEATLTD,2860.20,2865.00,2711.10,2720.55,2890.47,LONG,2860.20,2890.47,2720.55,false,-139.65,-4.88
DCMSHRIRAM,1048.55,1066.95,1040.65,1055.55,1060.39,LONG,1048.55,1060.39,1060.39,true,11.84,1.13
