symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
VMM,131.90,132.27,130.20,130.47,131.02,SHORT,131.90,131.02,131.02,true,0.88,0.67
ONESOURCE,2006.00,2041.10,1980.00,1996.90,2006.96,SKIP,,,,,,
ESCORTS,3388.00,3394.90,3305.00,3325.30,3381.23,SHORT,3388.00,3381.23,3381.23,true,6.77,0.20
EMCURE,1279.00,1294.40,1265.10,1284.00,1247.66,SHORT,1279.00,1247.66,1284.00,false,-5.00,-0.39
PRESTIGE,1663.30,1702.90,1651.00,1695.60,1644.45,SHORT,1663.30,1644.45,1695.60,false,-32.30,-1.94
CGPOWER,672.05,681.50,669.00,677.20,671.33,SHORT,672.05,671.33,671.33,true,0.72,0.11
ELECON,675.00,677.55,643.00,647.00,651.93,SHORT,675.00,651.93,651.93,true,23.07,3.42
STARHEALTH,432.20,436.00,424.60,427.10,432.67,LONG,432.20,432.67,432.67,true,0.47,0.11
JUBLPHARMA,1150.90,1176.00,1150.90,1171.90,1156.28,LONG,1150.90,1156.28,1156.28,true,5.38,0.47
RKFORGE,668.85,687.50,660.05,681.05,661.95,SHORT,668.85,661.95,661.95,true,6.90,1.03
