symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
THELEELA,432.00,440.95,421.25,435.05,431.82,SKIP,,,,,,
KPRMILL,838.90,838.90,801.65,813.00,834.13,SHORT,838.90,834.13,834.13,true,4.77,0.57
GLAND,1673.70,1715.00,1658.50,1668.50,1689.27,LONG,1673.70,1689.27,1689.27,true,15.57,0.93
BALRAMCHIN,506.45,527.00,501.90,518.25,494.03,SHORT,506.45,494.03,518.25,false,-11.80,-2.33
IPCALAB,1491.50,1549.80,1487.50,1529.10,1494.08,LONG,1491.50,1494.08,1494.08,true,2.58,0.17
FLUOROCHEM,3295.40,3300.00,3221.20,3235.00,3293.46,SKIP,,,,,,
CANHLIFE,146.75,151.59,146.75,148.85,147.12,LONG,146.75,147.12,147.12,true,0.37,0.25
MCX,2580.00,2608.00,2522.10,2527.10,2590.14,LONG,2580.00,2590.14,2590.14,true,10.14,0.39
KAJARIACER,942.00,979.00,941.30,959.55,943.78,LONG,942.00,943.78,943.78,true,1.78,0.19
VTL,541.80,547.90,535.65,544.50,541.87,SKIP,,,,,,
