symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TBOTEK,1634.10,1638.00,1595.30,1604.70,1642.77,LONG,1634.10,1642.77,1604.70,false,-29.40,-1.80
CLEAN,1178.30,1178.90,1156.60,1158.80,1177.91,SKIP,,,,,,
ZYDUSWELL,494.00,499.20,484.40,496.30,2454.78,LONG,494.00,2454.78,496.30,false,2.30,0.47
ATHERENERG,576.15,578.80,522.05,543.00,553.57,SHORT,576.15,553.57,553.57,true,22.58,3.92
SOBHA,1438.30,1501.80,1430.00,1497.50,1432.89,SHORT,1438.30,1432.89,1432.89,true,5.41,0.38
SYRMA,861.25,873.35,841.60,847.95,855.84,SHORT,861.25,855.84,855.84,true,5.41,0.63
ANURAS,1086.00,1104.90,1077.00,1098.40,1088.28,LONG,1086.00,1088.28,1088.28,true,2.28,0.21
NAUKRI,1358.70,1398.90,1353.80,1388.30,1357.51,SKIP,,,,,,
RAMCOCEM,1058.90,1066.10,1043.50,1045.10,1054.83,SHORT,1058.90,1054.83,1054.83,true,4.07,0.38
ABDL,511.55,515.10,505.10,508.60,506.84,SHORT,511.55,506.84,506.84,true,4.71,0.92
