symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
NUVAMA,1482.00,1482.00,1430.00,1446.00,7145.23,LONG,1482.00,7145.23,1446.00,false,-36.00,-2.43
ANGELONE,251.30,253.30,249.50,251.50,2490.58,LONG,251.30,2490.58,251.50,false,0.20,0.08
RPOWER,45.94,47.75,45.60,46.59,46.19,LONG,45.94,46.19,46.19,true,0.25,0.54
SUMICHEM,506.55,510.00,505.65,509.25,507.99,LONG,506.55,507.99,507.99,true,1.44,0.28
LATENTVIEW,419.55,424.90,417.25,422.75,416.70,SHORT,419.55,416.70,422.75,false,-3.20,-0.76
CRISIL,4978.00,4990.00,4926.00,4953.70,4948.75,SHORT,4978.00,4948.75,4948.75,true,29.25,0.59
THERMAX,3250.00,3284.40,3242.00,3259.40,3259.46,LONG,3250.00,3259.46,3259.46,true,9.46,0.29
BLS,309.95,325.30,309.95,314.85,308.68,SHORT,309.95,308.68,314.85,false,-4.90,-1.58
LTM,5674.00,5706.00,5626.00,5702.00,5649.72,SHORT,5674.00,5649.72,5649.72,true,24.28,0.43
CUB,177.40,178.00,173.95,176.15,236.87,LONG,177.40,236.87,176.15,false,-1.25,-0.70
