symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CEMPRO,1256.60,1315.40,1245.90,1298.00,1243.02,SHORT,1256.60,1243.02,1298.00,false,-41.40,-3.29
HONASA,444.45,464.70,440.10,456.00,440.04,SHORT,444.45,440.04,456.00,false,-11.55,-2.60
CPPLUS,3772.90,3787.00,3640.00,3640.20,3664.32,SHORT,3772.90,3664.32,3664.32,true,108.58,2.88
MEESHO,192.11,195.48,188.60,192.40,191.20,SHORT,192.11,191.20,191.20,true,0.91,0.47
BLUEJET,516.00,528.95,516.00,525.80,518.25,LONG,516.00,518.25,518.25,true,2.25,0.44
GLAND,2390.00,2528.30,2384.80,2486.50,2362.26,SHORT,2390.00,2362.26,2486.50,false,-96.50,-4.04
JSWENERGY,588.00,588.30,573.75,581.45,582.60,SHORT,588.00,582.60,582.60,true,5.40,0.92
AJANTPHARM,3332.00,3433.90,3268.00,3421.10,3365.19,LONG,3332.00,3365.19,3365.19,true,33.19,1.00
EMMVEE,333.00,343.85,330.85,342.00,329.89,SHORT,333.00,329.89,342.00,false,-9.00,-2.70
POLYMED,1652.00,1698.00,1640.10,1686.80,1658.10,LONG,1652.00,1658.10,1658.10,true,6.10,0.37
