symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
BEML,2198.80,2244.00,2170.00,2218.00,4413.78,LONG,2198.80,4413.78,2218.00,false,19.20,0.87
ECLERX,1751.10,1809.00,1751.10,1786.80,3528.42,LONG,1751.10,3528.42,1786.80,false,35.70,2.04
ANGELONE,315.50,328.00,312.10,327.80,3115.97,LONG,315.50,3115.97,327.80,false,12.30,3.90
YESBANK,21.29,21.29,20.89,20.92,21.05,SHORT,21.29,21.05,21.05,true,0.24,1.13
ANURAS,1030.50,1048.50,1028.90,1044.00,1013.87,SHORT,1030.50,1013.87,1044.00,false,-13.50,-1.31
JPPOWER,15.66,16.11,15.66,15.71,15.50,SHORT,15.66,15.50,15.71,false,-0.05,-0.32
IEX,203.00,203.59,195.62,199.24,201.27,SHORT,203.00,201.27,201.27,true,1.73,0.85
DCMSHRIRAM,1048.60,1066.40,1048.60,1057.60,1054.95,LONG,1048.60,1054.95,1054.95,true,6.35,0.61
IIFL,428.00,433.15,422.30,429.60,426.92,SHORT,428.00,426.92,426.92,true,1.08,0.25
ONESOURCE,1963.00,1989.10,1953.00,1955.10,1922.91,SHORT,1963.00,1922.91,1955.10,false,7.90,0.40
