symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CANHLIFE,141.89,143.86,140.65,143.18,142.80,LONG,141.89,142.80,142.80,true,0.91,0.64
AIIL,645.00,675.00,643.40,662.70,666.22,LONG,645.00,666.22,666.22,true,21.22,3.29
IDEA,10.83,11.20,10.81,11.08,10.93,LONG,10.83,10.93,10.93,true,0.10,0.92
SARDAEN,482.70,492.40,481.55,486.25,486.14,LONG,482.70,486.14,486.14,true,3.44,0.71
VTL,419.00,424.05,414.10,421.10,415.95,SHORT,419.00,415.95,415.95,true,3.05,0.73
ACMESOLAR,224.59,225.69,220.59,221.69,224.38,SKIP,,,,,,
BHARATFORG,1454.90,1464.60,1440.00,1447.00,1459.10,LONG,1454.90,1459.10,1459.10,true,4.20,0.29
ANURAS,1337.20,1339.90,1315.90,1320.90,1333.58,SHORT,1337.20,1333.58,1333.58,true,3.62,0.27
SUNDARMFIN,5175.00,5175.00,5044.50,5050.50,5208.69,LONG,5175.00,5208.69,5050.50,false,-124.50,-2.41
EMAMILTD,508.00,511.35,499.65,502.15,507.89,SKIP,,,,,,
