symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MCX,1772.00,1815.00,1758.00,1772.00,8741.82,LONG,1772.00,8741.82,1772.00,false,0.00,0.00
ONESOURCE,2014.90,2200.00,1983.80,2195.50,1992.79,SHORT,2014.90,1992.79,1992.79,true,22.11,1.10
SPLPETRO,870.00,887.45,867.15,877.60,870.41,SKIP,,,,,,
ELECON,630.00,660.80,626.00,651.70,631.89,LONG,630.00,631.89,631.89,true,1.89,0.30
EMCURE,1320.00,1340.00,1291.10,1299.50,1316.87,SHORT,1320.00,1316.87,1316.87,true,3.13,0.24
ZENTEC,1901.90,1939.00,1892.40,1919.40,1904.76,LONG,1901.90,1904.76,1904.76,true,2.86,0.15
CGPOWER,675.00,689.90,670.00,671.85,673.51,SHORT,675.00,673.51,673.51,true,1.49,0.22
ESCORTS,3375.00,3409.90,3333.00,3340.00,3356.15,SHORT,3375.00,3356.15,3356.15,true,18.85,0.56
VMM,133.00,135.34,132.35,134.74,132.81,SHORT,133.00,132.81,132.81,true,0.19,0.14
REDINGTON,292.15,322.60,290.30,318.20,300.41,LONG,292.15,300.41,300.41,true,8.26,2.83
