symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ABLBL,115.50,115.50,113.03,114.09,115.26,SHORT,115.50,115.26,115.26,true,0.24,0.21
CANHLIFE,150.58,150.58,146.74,147.03,148.23,SHORT,150.58,148.23,148.23,true,2.35,1.56
ZFCVINDIA,2672.00,2691.00,2625.00,2642.00,15841.52,LONG,2672.00,15841.52,2642.00,false,-30.00,-1.12
KAYNES,4150.00,4158.40,4062.50,4089.60,4102.61,SHORT,4150.00,4102.61,4102.61,true,47.39,1.14
NUVOCO,356.80,356.80,345.15,346.90,353.48,SHORT,356.80,353.48,353.48,true,3.32,0.93
PAGEIND,34425.00,34425.00,33670.00,33840.00,34264.43,SHORT,34425.00,34264.43,34264.43,true,160.57,0.47
BHARTIARTL,2019.20,2027.00,2009.10,2015.20,2009.28,SHORT,2019.20,2009.28,2009.28,true,9.92,0.49
CHENNPETRO,887.30,888.30,853.80,862.60,927.66,LONG,887.30,927.66,862.60,false,-24.70,-2.78
DELHIVERY,428.05,431.30,421.95,428.90,428.40,SKIP,,,,,,
KEC,623.00,624.35,607.00,611.35,620.72,SHORT,623.00,620.72,620.72,true,2.28,0.37
