symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ELGIEQUIP,582.00,584.45,569.70,581.60,579.30,SHORT,582.00,579.30,579.30,true,2.70,0.46
KAJARIACER,1250.00,1250.00,1228.50,1239.60,1235.08,SHORT,1250.00,1235.08,1235.08,true,14.92,1.19
MEESHO,185.40,190.00,184.30,187.74,185.94,LONG,185.40,185.94,185.94,true,0.54,0.29
SOBHA,1496.00,1498.00,1455.40,1460.80,1494.67,SKIP,,,,,,
SONACOMS,684.60,706.35,680.35,705.55,681.06,SHORT,684.60,681.06,681.06,true,3.54,0.52
INDGN,515.50,515.50,504.95,511.50,511.23,SHORT,515.50,511.23,511.23,true,4.27,0.83
RECLTD,350.00,357.00,347.40,354.60,352.21,LONG,350.00,352.21,352.21,true,2.21,0.63
CONCORDBIO,1346.00,1352.70,1309.20,1344.30,1344.27,SHORT,1346.00,1344.27,1344.27,true,1.73,0.13
DCMSHRIRAM,1017.30,1029.20,1009.50,1023.30,1021.14,LONG,1017.30,1021.14,1021.14,true,3.84,0.38
ATGL,711.00,715.30,701.15,707.30,713.37,LONG,711.00,713.37,713.37,true,2.37,0.33
