symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PFOCUS,149.20,151.99,142.91,149.25,148.72,SHORT,149.20,148.72,148.72,true,0.48,0.32
ANANDRATHI,1348.00,1365.00,1329.90,1332.60,2674.74,LONG,1348.00,2674.74,1332.60,false,-15.40,-1.14
NUVOCO,414.95,433.40,413.00,424.40,415.51,LONG,414.95,415.51,415.51,true,0.56,0.13
ONESOURCE,1969.30,2026.50,1965.30,1973.90,1966.11,SHORT,1969.30,1966.11,1966.11,true,3.19,0.16
ERIS,1783.20,1885.00,1783.20,1816.80,1772.74,SHORT,1783.20,1772.74,1816.80,false,-33.60,-1.88
NAVINFLUOR,5150.00,5245.00,5065.00,5184.00,5128.34,SHORT,5150.00,5128.34,5128.34,true,21.66,0.42
RBLBANK,257.97,262.99,253.80,261.99,254.36,SHORT,257.97,254.36,254.36,true,3.61,1.40
JKCEMENT,6521.00,6645.50,6516.00,6635.00,6484.70,SHORT,6521.00,6484.70,6635.00,false,-114.00,-1.75
AIIL,568.00,578.00,564.00,567.20,2750.74,LONG,568.00,2750.74,567.20,false,-0.80,-0.14
BLUEJET,785.35,803.80,779.60,793.80,799.44,LONG,785.35,799.44,799.44,true,14.09,1.79
