symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
IRB,22.19,22.27,21.59,21.67,22.07,SHORT,22.19,22.07,22.07,true,0.12,0.54
RAINBOW,1270.00,1270.00,1225.00,1240.40,1281.60,LONG,1270.00,1281.60,1240.40,false,-29.60,-2.33
JAINREC,411.80,413.35,400.80,410.05,413.31,LONG,411.80,413.31,413.31,true,1.51,0.37
CESC,174.05,175.25,172.04,174.09,180.43,LONG,174.05,180.43,174.09,false,0.04,0.02
THELEELA,439.00,439.00,422.50,428.95,432.12,SHORT,439.00,432.12,432.12,true,6.88,1.57
APARINDS,11884.00,12009.50,11379.50,11540.00,11951.31,LONG,11884.00,11951.31,11951.31,true,67.31,0.57
EMCURE,1644.20,1678.90,1595.10,1647.20,1601.54,SHORT,1644.20,1601.54,1601.54,true,42.66,2.59
ANANDRATHI,1810.00,1820.10,1775.00,1791.10,3615.02,LONG,1810.00,3615.02,1791.10,false,-18.90,-1.04
GODIGIT,321.95,323.70,317.20,319.55,320.21,SHORT,321.95,320.21,320.21,true,1.74,0.54
CONCORDBIO,1059.30,1068.90,1013.80,1014.80,1056.79,SHORT,1059.30,1056.79,1056.79,true,2.51,0.24
