symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZFCVINDIA,2475.00,2496.00,2453.00,2458.00,14848.01,LONG,2475.00,14848.01,2458.00,false,-17.00,-0.69
CANHLIFE,145.45,156.00,145.00,151.08,149.08,LONG,145.45,149.08,149.08,true,3.63,2.50
GODIGIT,346.00,350.50,341.20,345.70,346.23,SKIP,,,,,,
LTFOODS,404.00,405.90,399.00,401.25,403.14,SHORT,404.00,403.14,403.14,true,0.86,0.21
CONCORDBIO,1341.70,1345.00,1336.60,1340.00,1348.07,LONG,1341.70,1348.07,1340.00,false,-1.70,-0.13
CRAFTSMAN,7000.50,7444.00,6941.50,7368.00,7101.12,LONG,7000.50,7101.12,7101.12,true,100.62,1.44
KIRLOSENG,1263.60,1274.40,1243.30,1267.70,1275.44,LONG,1263.60,1275.44,1267.70,false,4.10,0.32
ANURAS,1329.20,1329.20,1308.60,1321.70,1326.39,SHORT,1329.20,1326.39,1326.39,true,2.81,0.21
PRESTIGE,1602.90,1649.90,1592.30,1605.90,1608.17,LONG,1602.90,1608.17,1608.17,true,5.27,0.33
PIRAMALFIN,1612.80,1676.80,1612.80,1632.10,1622.04,LONG,1612.80,1622.04,1622.04,true,9.24,0.57
