symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
BEML,2129.00,2195.00,2100.80,2112.00,4245.52,LONG,2129.00,4245.52,2112.00,false,-17.00,-0.80
YESBANK,21.21,21.36,21.09,21.29,21.25,LONG,21.21,21.25,21.25,true,0.04,0.19
NEWGEN,1246.00,1251.95,1206.10,1208.25,1249.90,LONG,1246.00,1249.90,1249.90,true,3.90,0.31
ANGELONE,303.30,304.80,298.30,300.00,3035.66,LONG,303.30,3035.66,300.00,false,-3.30,-1.09
ECLERX,1695.00,1758.80,1695.00,1754.50,3420.69,LONG,1695.00,3420.69,1754.50,false,59.50,3.51
ANURAS,992.95,995.00,980.00,985.55,987.68,SHORT,992.95,987.68,987.68,true,5.27,0.53
RPOWER,51.25,53.10,50.76,52.24,50.94,SHORT,51.25,50.94,50.94,true,0.31,0.60
IEX,197.81,200.50,197.21,199.79,199.13,LONG,197.81,199.13,199.13,true,1.32,0.67
DCMSHRIRAM,1042.00,1069.00,1042.00,1063.10,1045.83,LONG,1042.00,1045.83,1045.83,true,3.83,0.37
SCHAEFFLER,4047.10,4139.00,4035.10,4115.20,4030.06,SHORT,4047.10,4030.06,4115.20,false,-68.10,-1.68
