symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
EMCURE,1675.00,1675.00,1630.00,1644.50,1650.72,SHORT,1675.00,1650.72,1650.72,true,24.28,1.45
GPIL,304.35,305.00,295.00,295.10,304.52,SKIP,,,,,,
ZEEL,92.00,94.00,91.75,92.98,95.28,LONG,92.00,95.28,92.98,false,0.98,1.07
NAVINFLUOR,7049.00,7095.50,6996.50,7041.50,7071.26,LONG,7049.00,7071.26,7071.26,true,22.26,0.32
INDIAMART,2104.90,2122.20,2075.00,2089.00,2084.93,SHORT,2104.90,2084.93,2084.93,true,19.97,0.95
SUPREMEIND,3675.00,3693.80,3637.80,3655.00,3682.85,LONG,3675.00,3682.85,3682.85,true,7.85,0.21
ACUTAAS,2700.20,2759.00,2700.00,2731.60,2724.69,LONG,2700.20,2724.69,2724.69,true,24.49,0.91
APARINDS,12850.00,12890.00,12723.00,12815.00,12717.60,SHORT,12850.00,12717.60,12815.00,false,35.00,0.27
THELEELA,420.75,425.00,416.95,422.25,421.40,LONG,420.75,421.40,421.40,true,0.65,0.15
CIEINDIA,484.55,484.55,474.10,474.55,483.73,SHORT,484.55,483.73,483.73,true,0.82,0.17
