symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TTML,38.75,38.81,38.15,38.19,38.90,LONG,38.75,38.90,38.19,false,-0.56,-1.45
PFOCUS,282.50,285.30,265.40,268.50,282.31,SKIP,,,,,,
CARBORUNIV,1180.00,1196.00,1146.60,1153.30,1148.62,SHORT,1180.00,1148.62,1148.62,true,31.38,2.66
CONCORDBIO,1435.40,1460.00,1424.40,1445.90,1448.50,LONG,1435.40,1448.50,1448.50,true,13.10,0.91
RRKABEL,2835.00,2844.90,2775.00,2783.50,2788.17,SHORT,2835.00,2788.17,2788.17,true,46.83,1.65
NIVABUPA,85.01,85.63,83.97,84.06,85.16,LONG,85.01,85.16,85.16,true,0.15,0.18
PPLPHARMA,214.20,216.96,209.67,210.44,215.47,LONG,214.20,215.47,215.47,true,1.27,0.59
KIRLOSENG,2101.50,2122.40,2041.10,2055.00,2091.71,SHORT,2101.50,2091.71,2091.71,true,9.79,0.47
THELEELA,513.70,523.70,500.10,500.55,510.28,SHORT,513.70,510.28,510.28,true,3.42,0.67
SONACOMS,801.05,807.70,797.40,798.00,805.11,LONG,801.05,805.11,805.11,true,4.06,0.51
