symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CHENNPETRO,747.10,766.30,728.80,754.40,764.86,LONG,747.10,764.86,764.86,true,17.76,2.38
ANANDRATHI,1315.00,1342.20,1311.10,1323.80,2614.98,LONG,1315.00,2614.98,1323.80,false,8.80,0.67
NUVOCO,399.65,411.00,395.35,405.95,399.50,SKIP,,,,,,
BLUEJET,1015.00,1022.00,906.15,906.15,1006.64,SHORT,1015.00,1006.64,1006.64,true,8.36,0.82
MMTC,71.80,72.80,70.12,70.20,71.06,SHORT,71.80,71.06,71.06,true,0.74,1.03
FIRSTCRY,370.00,370.95,364.00,365.90,370.14,SKIP,,,,,,
RBLBANK,261.30,262.81,254.95,255.00,259.18,SHORT,261.30,259.18,259.18,true,2.12,0.81
EMCURE,1356.00,1425.70,1356.00,1425.70,1355.40,SKIP,,,,,,
JUBLPHARMA,1228.50,1231.00,1202.00,1207.50,1228.04,SKIP,,,,,,
JSWDULUX,3715.90,3864.00,3675.10,3830.00,3678.72,SHORT,3715.90,3678.72,3678.72,true,37.18,1.00
