symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
EMCURE,1660.00,1769.00,1653.00,1726.60,1647.41,SHORT,1660.00,1647.41,1726.60,false,-66.60,-4.01
IRB,22.00,22.07,21.71,21.71,21.82,SHORT,22.00,21.82,21.82,true,0.18,0.82
CESC,185.52,188.03,179.62,180.56,189.87,LONG,185.52,189.87,180.56,false,-4.96,-2.67
APARINDS,11996.00,12390.00,11855.00,12385.00,11931.17,SHORT,11996.00,11931.17,11931.17,true,64.83,0.54
THELEELA,425.00,439.90,423.55,427.85,417.44,SHORT,425.00,417.44,427.85,false,-2.85,-0.67
GPIL,308.00,309.05,301.50,303.10,307.02,SHORT,308.00,307.02,307.02,true,0.98,0.32
ZEEL,91.22,91.61,88.39,88.39,92.83,LONG,91.22,92.83,88.39,false,-2.83,-3.10
GODIGIT,319.95,326.95,312.20,312.95,318.39,SHORT,319.95,318.39,318.39,true,1.56,0.49
IKS,1527.80,1569.90,1506.60,1554.60,1515.62,SHORT,1527.80,1515.62,1515.62,true,12.18,0.80
CONCORDBIO,1074.30,1164.10,1073.00,1133.00,1092.38,LONG,1074.30,1092.38,1092.38,true,18.08,1.68
