symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TBOTEK,1690.00,1702.50,1669.60,1694.40,1704.96,LONG,1690.00,1704.96,1694.40,false,4.40,0.26
ACUTAAS,3181.60,3235.50,3161.50,3181.00,3187.85,LONG,3181.60,3187.85,3187.85,true,6.25,0.20
ASTERDM,795.65,795.65,782.60,790.20,790.94,SHORT,795.65,790.94,790.94,true,4.71,0.59
PPLPHARMA,220.65,231.93,220.37,227.43,218.88,SHORT,220.65,218.88,227.43,false,-6.78,-3.07
NIVABUPA,81.09,81.10,80.01,80.61,80.55,SHORT,81.09,80.55,80.55,true,0.54,0.67
JUBLPHARMA,956.00,1021.55,953.30,996.65,939.21,SHORT,956.00,939.21,996.65,false,-40.65,-4.25
MEESHO,210.30,213.90,208.71,211.00,209.67,SHORT,210.30,209.67,209.67,true,0.63,0.30
SOBHA,1255.00,1262.40,1242.00,1255.50,1251.47,SHORT,1255.00,1251.47,1251.47,true,3.53,0.28
CAPLIPOINT,2830.00,2850.40,2747.10,2773.30,2808.41,SHORT,2830.00,2808.41,2808.41,true,21.59,0.76
KIRLOSENG,2180.00,2285.00,2163.90,2276.20,2178.70,SKIP,,,,,,
