symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
MMTC,69.11,69.20,68.10,68.22,68.85,SHORT,69.11,68.85,68.85,true,0.26,0.38
VMM,138.33,139.38,136.60,136.82,138.03,SHORT,138.33,138.03,138.03,true,0.30,0.22
ONESOURCE,1979.00,2021.80,1979.00,2009.40,2009.98,LONG,1979.00,2009.98,2009.98,true,30.98,1.57
JSWDULUX,3515.80,3645.00,3505.80,3618.70,3526.27,LONG,3515.80,3526.27,3526.27,true,10.47,0.30
ANANDRATHI,1253.90,1309.00,1253.30,1298.80,2497.63,LONG,1253.90,2497.63,1298.80,false,44.90,3.58
SHYAMMETL,904.45,929.00,902.40,919.40,892.04,SHORT,904.45,892.04,919.40,false,-14.95,-1.65
ELECON,611.80,621.50,605.60,606.10,610.15,SHORT,611.80,610.15,610.15,true,1.65,0.27
ERIS,1772.10,1786.10,1760.00,1778.40,1779.36,LONG,1772.10,1779.36,1779.36,true,7.26,0.41
EMCURE,1394.80,1394.80,1360.50,1370.10,1366.71,SHORT,1394.80,1366.71,1366.71,true,28.09,2.01
RBLBANK,270.15,272.00,264.16,268.28,268.74,SHORT,270.15,268.74,268.74,true,1.41,0.52
