symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZYDUSWELL,510.00,523.40,503.20,509.80,2576.51,LONG,510.00,2576.51,509.80,false,-0.20,-0.04
ATHERENERG,546.05,560.75,542.80,547.20,545.18,SHORT,546.05,545.18,545.18,true,0.87,0.16
CHENNPETRO,702.40,723.30,702.40,721.10,738.60,LONG,702.40,738.60,721.10,false,18.70,2.66
PTCIL,14166.00,14599.00,14039.00,14505.00,14269.98,LONG,14166.00,14269.98,14269.98,true,103.98,0.73
AFFLE,2083.00,2084.70,2042.90,2057.20,2093.73,LONG,2083.00,2093.73,2057.20,false,-25.80,-1.24
SOBHA,1565.00,1606.60,1555.00,1599.60,1551.16,SHORT,1565.00,1551.16,1599.60,false,-34.60,-2.21
TBOTEK,1556.20,1603.70,1542.70,1589.10,1561.65,LONG,1556.20,1561.65,1561.65,true,5.45,0.35
TATACOMM,1614.00,1672.00,1603.20,1669.60,1611.52,SHORT,1614.00,1611.52,1611.52,true,2.48,0.15
STARHEALTH,441.50,444.90,439.30,444.90,441.19,SKIP,,,,,,
ECLERX,2212.70,2222.80,2168.60,2184.80,4455.77,LONG,2212.70,4455.77,2184.80,false,-27.90,-1.26
