symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
UNOMINDA,1184.00,1194.40,1167.10,1177.10,1191.47,LONG,1184.00,1191.47,1191.47,true,7.47,0.63
HSCL,489.05,496.25,486.45,489.45,490.07,LONG,489.05,490.07,490.07,true,1.02,0.21
KPRMILL,915.00,922.80,896.40,921.65,931.66,LONG,915.00,931.66,921.65,false,6.65,0.73
PGEL,602.10,619.90,602.10,612.65,609.98,LONG,602.10,609.98,609.98,true,7.88,1.31
GLAND,1790.00,1810.00,1774.10,1801.90,1810.10,LONG,1790.00,1810.10,1801.90,false,11.90,0.66
HONASA,307.00,308.65,300.70,305.65,307.63,LONG,307.00,307.63,307.63,true,0.63,0.21
PAGEIND,33150.00,33200.00,32725.00,33185.00,33084.42,SHORT,33150.00,33084.42,33084.42,true,65.58,0.20
ASHOKLEY,209.00,211.02,208.62,210.02,210.57,LONG,209.00,210.57,210.57,true,1.57,0.75
MINDACORP,581.00,581.00,567.75,573.75,577.26,SHORT,581.00,577.26,577.26,true,3.74,0.64
AIIL,500.00,501.00,492.60,496.00,501.83,LONG,500.00,501.83,496.00,false,-4.00,-0.80
