symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PPLPHARMA,211.58,213.40,207.70,209.44,208.63,SHORT,211.58,208.63,208.63,true,2.95,1.39
TTML,37.82,37.92,37.47,37.75,37.98,LONG,37.82,37.98,37.75,false,-0.07,-0.19
CARBORUNIV,1125.90,1129.80,1084.40,1086.60,1130.22,LONG,1125.90,1130.22,1086.60,false,-39.30,-3.49
KIRLOSENG,2116.00,2118.20,2065.90,2075.60,2110.64,SHORT,2116.00,2110.64,2110.64,true,5.36,0.25
DALBHARAT,1837.10,1875.00,1825.00,1875.00,1843.55,LONG,1837.10,1843.55,1843.55,true,6.45,0.35
THELEELA,519.70,541.80,519.65,530.05,512.28,SHORT,519.70,512.28,530.05,false,-10.35,-1.99
IDEA,14.12,14.22,13.88,14.06,13.90,SHORT,14.12,13.90,13.90,true,0.22,1.56
PFOCUS,286.25,289.70,277.50,279.00,283.89,SHORT,286.25,283.89,283.89,true,2.36,0.82
BLUEJET,607.95,611.25,591.00,591.80,606.19,SHORT,607.95,606.19,606.19,true,1.76,0.29
NIVABUPA,83.74,84.50,83.37,83.99,83.66,SKIP,,,,,,
