symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CANHLIFE,147.29,148.94,145.71,146.04,147.37,SKIP,,,,,,
IDEA,11.39,11.47,10.98,11.25,11.79,LONG,11.39,11.79,11.25,false,-0.14,-1.23
AIIL,613.80,626.60,608.40,619.90,3072.43,LONG,613.80,3072.43,619.90,false,6.10,0.99
ANURAS,1309.90,1317.60,1300.10,1314.20,1311.25,LONG,1309.90,1311.25,1311.25,true,1.35,0.10
BLS,302.00,302.35,291.80,296.65,303.47,LONG,302.00,303.47,296.65,false,-5.35,-1.77
GODIGIT,335.00,339.90,327.45,331.35,334.88,SKIP,,,,,,
SARDAEN,477.75,496.00,465.00,493.15,482.56,LONG,477.75,482.56,482.56,true,4.81,1.01
CREDITACC,1318.50,1325.70,1288.40,1289.80,1330.18,LONG,1318.50,1330.18,1289.80,false,-28.70,-2.18
INTELLECT,925.50,925.50,881.65,908.95,939.52,LONG,925.50,939.52,908.95,false,-16.55,-1.79
SUNDARMFIN,5239.50,5285.00,5178.50,5252.00,5250.83,LONG,5239.50,5250.83,5250.83,true,11.33,0.22
