symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PFOCUS,283.93,297.50,282.02,289.15,287.21,LONG,283.93,287.21,287.21,true,3.28,1.16
SOBHA,1540.30,1559.50,1450.00,1454.30,1459.65,SHORT,1540.30,1459.65,1459.65,true,80.65,5.24
KAJARIACER,1242.20,1249.00,1226.20,1229.00,1244.97,LONG,1242.20,1244.97,1244.97,true,2.77,0.22
WELSPUNLIV,163.00,166.20,160.83,165.97,164.43,LONG,163.00,164.43,164.43,true,1.43,0.88
MEESHO,187.00,192.70,183.11,191.46,188.30,LONG,187.00,188.30,188.30,true,1.30,0.70
ELGIEQUIP,588.90,607.00,585.70,600.95,584.20,SHORT,588.90,584.20,600.95,false,-12.05,-2.05
CONCORDBIO,1338.00,1339.00,1313.00,1326.70,1339.31,SKIP,,,,,,
ERIS,1464.00,1475.00,1445.00,1470.50,1462.00,SHORT,1464.00,1462.00,1462.00,true,2.00,0.14
RECLTD,362.50,363.90,357.05,362.25,360.90,SHORT,362.50,360.90,360.90,true,1.60,0.44
INDGN,509.10,512.00,505.00,508.00,509.29,SKIP,,,,,,
