symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZYDUSWELL,496.30,501.30,471.80,472.70,500.81,LONG,496.30,500.81,500.81,true,4.51,0.91
ADANIPOWER,179.90,182.70,160.25,161.65,166.96,SHORT,179.90,166.96,166.96,true,12.94,7.19
STARHEALTH,448.70,452.25,447.55,450.20,451.16,LONG,448.70,451.16,451.16,true,2.46,0.55
PTCIL,15211.00,15364.00,15079.00,15226.00,15223.34,SKIP,,,,,,
CHENNPETRO,723.60,726.80,714.30,721.00,761.73,LONG,723.60,761.73,721.00,false,-2.60,-0.36
ENDURANCE,2841.60,2928.00,2841.00,2850.00,2856.64,LONG,2841.60,2856.64,2856.64,true,15.04,0.53
NIVABUPA,82.71,82.84,81.35,81.74,82.83,LONG,82.71,82.83,82.83,true,0.12,0.15
GODIGIT,356.00,362.85,351.55,356.65,355.06,SHORT,356.00,355.06,355.06,true,0.94,0.26
JSL,787.55,804.00,787.00,800.70,780.67,SHORT,787.55,780.67,800.70,false,-13.15,-1.67
WHIRLPOOL,1337.50,1341.40,1314.10,1325.90,1333.36,SHORT,1337.50,1333.36,1333.36,true,4.14,0.31
