symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CHENNPETRO,1044.50,1044.50,1010.00,1019.60,1086.29,LONG,1044.50,1086.29,1019.60,false,-24.90,-2.38
CUB,207.65,208.05,199.50,205.55,277.77,LONG,207.65,277.77,205.55,false,-2.10,-1.01
MRPL,174.81,174.81,170.50,170.64,180.14,LONG,174.81,180.14,170.64,false,-4.17,-2.39
CANBK,144.44,146.06,142.99,145.72,149.39,LONG,144.44,149.39,145.72,false,1.28,0.89
AEGISVOPAK,262.40,266.00,259.35,264.25,263.49,LONG,262.40,263.49,263.49,true,1.09,0.42
APTUS,289.80,289.80,286.35,288.25,292.62,LONG,289.80,292.62,288.25,false,-1.55,-0.53
MANAPPURAM,280.35,282.15,275.90,280.40,280.44,SKIP,,,,,,
GPIL,263.70,263.70,252.50,255.45,269.09,LONG,263.70,269.09,255.45,false,-8.25,-3.13
HONASA,286.00,295.20,284.10,293.75,291.17,LONG,286.00,291.17,291.17,true,5.17,1.81
RAINBOW,1300.50,1346.80,1297.40,1342.20,1296.64,SHORT,1300.50,1296.64,1342.20,false,-41.70,-3.21
