symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PGEL,600.00,606.95,576.30,592.30,612.33,LONG,600.00,612.33,592.30,false,-7.70,-1.28
CANHLIFE,140.56,143.65,138.89,143.22,141.65,LONG,140.56,141.65,141.65,true,1.09,0.78
GLAND,1761.00,1779.90,1705.80,1708.60,1777.07,LONG,1761.00,1777.07,1777.07,true,16.07,0.91
IPCALAB,1505.00,1505.00,1461.30,1475.00,1509.83,LONG,1505.00,1509.83,1475.00,false,-30.00,-1.99
KPRMILL,850.05,861.85,840.85,855.45,863.78,LONG,850.05,863.78,855.45,false,5.40,0.64
CHENNPETRO,867.80,964.90,867.80,959.10,937.98,LONG,867.80,937.98,937.98,true,70.18,8.09
ASHOKLEY,206.80,207.18,197.14,200.45,209.49,LONG,206.80,209.49,200.45,false,-6.35,-3.07
BEML,1645.00,1647.40,1594.60,1607.10,1658.65,LONG,1645.00,1658.65,1607.10,false,-37.90,-2.30
HONASA,285.75,291.00,283.00,286.60,293.38,LONG,285.75,293.38,286.60,false,0.85,0.30
CGCL,157.00,157.00,151.44,151.81,157.70,LONG,157.00,157.70,151.81,false,-5.19,-3.31
