symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CARBORUNIV,1025.00,1064.70,1020.10,1055.00,1051.48,LONG,1025.00,1051.48,1051.48,true,26.48,2.58
CONCORDBIO,1204.10,1230.90,1190.00,1191.10,1218.46,LONG,1204.10,1218.46,1218.46,true,14.36,1.19
ACMESOLAR,353.00,364.80,344.80,352.00,352.58,SHORT,353.00,352.58,352.58,true,0.42,0.12
AEGISVOPAK,187.01,187.91,183.61,184.30,190.20,LONG,187.01,190.20,184.30,false,-2.71,-1.45
NATCOPHARM,884.90,908.30,867.00,867.90,901.58,LONG,884.90,901.58,901.58,true,16.68,1.88
THELEELA,410.00,418.00,406.30,408.55,417.59,LONG,410.00,417.59,417.59,true,7.59,1.85
ABDL,575.00,580.10,560.75,568.20,581.31,LONG,575.00,581.31,568.20,false,-6.80,-1.18
ASTERDM,751.25,785.00,742.25,766.85,750.24,SHORT,751.25,750.24,750.24,true,1.01,0.13
GODIGIT,304.00,309.25,296.60,303.15,320.01,LONG,304.00,320.01,303.15,false,-0.85,-0.28
SUZLON,54.20,55.89,53.82,54.57,55.49,LONG,54.20,55.49,55.49,true,1.29,2.38
